stock_name,symbol,industry,index,sector
Urban Company,URBANCO,E-Retail/ E-Commerce,NA,Services
Womancart,WOMANCART,E-Retail/ E-Commerce,,
Ajanta Soya,INDSOYA,Edible Oil,,
Superior Indus.,SUPER,Edible Oil,,
Prime Industries,PRIMEFRESH,Edible Oil,,
Poona Dal & Oil,POONADAL,Edible Oil,,
Ambar Protein,AMBARPIL,Edible Oil,,
CIAN Agro,CIANAGRO,Edible Oil,,
Vijay Solvex,SOLVEX,Edible Oil,,
Diligent Indust.,DILIGENT,Edible Oil,,
Shri Venkatesh,SHRIGANG,Edible Oil,,
Ambo Agritec,TAMBOLIIN,Edible Oil,,
Vandan Foods,ANJANIFOODS,Edible Oil,,
Solvex Edibles,SOLVEX,Edible Oil,,
AWL Agri Busine.,AWL,Edible Oil,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",FMCG
Gokul Refoils,GOKUL,Edible Oil,NA,FMCG
Gokul Agro,GOKULAGRO,Edible Oil,NA,FMCG
KN Agri Resource,KNAGRI,Edible Oil,,
Kriti Nutrients,KRITINUT,Edible Oil,NA,FMCG
Marico,MARICO,Edible Oil,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FMCG",FMCG
M K Proteins,MKPL,Edible Oil,NA,FMCG
N K Industries,NKIND,Edible Oil,NA,FMCG
Patanjali Foods,PATANJALI,Edible Oil,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",FMCG
Ramdevbaba Sol.,RBS,Edible Oil,,
Rajgor Castor,RCDL,Edible Oil,,
Raj Oil Mills,ROML,Edible Oil,NA,FMCG
Sundrop Brands,SUNDROP,Edible Oil,NA,FMCG
Ironwood Educa,IRONWOOD,Education,,
VJTF Eduservices,VJTFEDU,Education,,
Virtual Global,SVGLOBAL,Education,,
Vantage Knowledg,539761,Education,,
Shanti Educat.,SHANTIDENM,Education,,
Golden Crest,GREENCREST,Education,,
Humming Bird Edu,FREDUN,Education,,
Ascensive Educa.,ASCENSIVE,Education,,
Aptech,APTECHT,Education,NA,Consumer Services
Arihant Academy,ARIHANTACA,Education,,
CL Educate,CLEDUCATE,Education,NA,Consumer Services
Compucom Soft.,COMPUSOFT,Education,NA,Consumer Services
Career Point Edu,CPEDU,Education,NA,Consumer Services
Drone Destinatio,DRONE,Education,,
Educomp Sol.,EDUCOMP,Education,NA,Consumer Services
Global Education,GLOBAL,Education,NA,Consumer Services
DSJ Keep Learn,KEEPLEARN,Education,NA,Media Entertainment & Publication
LCC Infotech,LCCINFOTEC,Education,NA,Consumer Services
Moxsh Overseas,MOXSH,Education,,
MT Educare,MTEDUCARE,Education,NA,Consumer Services
NIIT,NIITLTD,Education,NA,Consumer Services
NIIT Learning,NIITMTS,Education,NIFTY MICROCAP 250,Services
Tree House Edu.,TREEHOUSE,Education,NA,Consumer Services
Vinsys IT Serv.,VINSYS,Education,,
Zee Learn,ZEELEARN,Education,NA,Consumer Services
Nilachal Refract,NILACHAL,Electrodes & Refractories,,
Panasonic Carbon,PANCARBON,Electrodes & Refractories,,
Morganite Crucib,MORGANITE,Electrodes & Refractories,,
Auro Impex,AUROIMPEX,Electrodes & Refractories,,
DE Nora India,DENORA,Electrodes & Refractories,NA,Capital Goods
Graphite India,GRAPHITE,Electrodes & Refractories,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Capital Goods
HEG,HEG,Electrodes & Refractories,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Capital Goods
IFGL Refractori.,IFGLEXPOR,Electrodes & Refractories,NA,Construction
Monolithisch Ind,MONOLITH,Electrodes & Refractories,,
Orient Ceratech,ORIENTCER,Electrodes & Refractories,NA,Metals & Mining
Refractory Shap.,REFRACTORY,Electrodes & Refractories,,
RHI Magnesita,RHIM,Electrodes & Refractories,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
Royal Arc Ele.,ROYALARC,Electrodes & Refractories,,
Raghav Product.,RPEL,Electrodes & Refractories,NA,Capital Goods
SP Refractories,SPRL,Electrodes & Refractories,,
Vesuvius India,VESUVIUS,Electrodes & Refractories,NIFTY MICROCAP 250,Capital Goods
Quint Digital,QUINT,Electronic Media,,
Cyber Media Ind,CYBERMEDIA,Electronic Media,NA,Media Entertainment & Publication
Diligent Media,DNAMEDIA,Electronic Media,NA,Media Entertainment & Publication
SAB Events,SABEVENTS,Electronic Media,NA,Media Entertainment & Publication
Sambhaav Media,SAMBHAAV,Electronic Media,NA,Media Entertainment & Publication
BSE,BSE,Exchange and Data Platform,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
Indian Energy Ex,IEX,Exchange and Data Platform,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
Multi Comm. Exc.,MCX,Exchange and Data Platform,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY FINANCIAL SERVICES",Financial Services
Keltech Energies,506528,Explosives,,
Beezaasan Exp.,BEEZAASAN,Explosives,,
GOCL Corpn.,GOCLCORP,Explosives,NA,Chemicals
Prem. Explosives,PREMEXPLN,Explosives,NA,Chemicals
Solar Industries,SOLARINDS,Explosives,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Chemicals
Chrome Silicon,ICON,Ferro & Silica Manganese,,
Indsil Hydro,INDSILHYD,Ferro & Silica Manganese,,
Nagpur Power,EMPOWER,Ferro & Silica Manganese,,
Facor Alloys,FACORALL,Ferro & Silica Manganese,,
Nilachal Carbo,PANCARBON,Ferro & Silica Manganese,,
Indian Metals,IMFA,Ferro & Silica Manganese,NIFTY MICROCAP 250,Metals & Mining
Impex Ferro Tech,IMPEXFERRO,Ferro & Silica Manganese,NA,Metals & Mining
Jainam Ferro,JAINAM,Ferro & Silica Manganese,,
Maithan Alloys,MAITHANALL,Ferro & Silica Manganese,NIFTY MICROCAP 250,Metals & Mining
Owais Metal,OWAIS,Ferro & Silica Manganese,,
QVC Exports,QVCEL,Ferro & Silica Manganese,,
Shyam Century,SHYAMCENT,Ferro & Silica Manganese,NA,Metals & Mining
Visa Steel,VISASTEEL,Ferro & Silica Manganese,NA,Metals & Mining
Kothari Indl,SHINDL,Fertilizers,,
Teesta Agro Ind.,CIANAGRO,Fertilizers,,
Basant Agro Tech,CIANAGRO,Fertilizers,,
Bharat Agri Fert,BHARATAGRI,Fertilizers,,
Agro Phos India,AGROPHOS,Fertilizers,NA,Chemicals
Anya Polytech &,ANYA,Fertilizers,,
Aries Agro,ARIES,Fertilizers,NA,Chemicals
Balaji Phos.,BALAJIPHOS,Fertilizers,,
Chambal Fert.,CHAMBLFERT,Fertilizers,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
Coromandel Inter,COROMANDEL,Fertilizers,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",Chemicals
F A C T,FACT,Fertilizers,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Chemicals
G S F C,GSFC,Fertilizers,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
Khaitan Chemical,KHAICHEM,Fertilizers,NA,Chemicals
Krishana Phosch.,KRISHANA,Fertilizers,NA,Chemicals
Madras Fertilize,MADRASFERT,Fertilizers,NA,Chemicals
Mangalore Chem.,MANGCHEFER,Fertilizers,NA,Chemicals
M B Agro Prod.,MBAPL,Fertilizers,NA,Chemicals
Nagarjuna Fert.,NAGAFERT,Fertilizers,NA,Chemicals
Natl.Fertilizer,NFL,Fertilizers,NIFTY MICROCAP 250,Chemicals
Nova Agritech,NOVAAGRI,Fertilizers,NA,Chemicals
Paradeep Phosph.,PARADEEP,Fertilizers,NIFTY MICROCAP 250,Chemicals
Rama Phosphates,RAMAPHO,Fertilizers,NA,Chemicals
R C F,RCF,Fertilizers,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
S P I C,SPIC,Fertilizers,NA,Chemicals
Zuari Agro Chem.,ZUARI,Fertilizers,NA,Chemicals
Mediaone Global,SVGLOBAL,Film Production,,
JMD Ventures,MKVENTURES,Film Production,,
Bombay Talkies,BOMTALKIES,Film Production,,
BGIL Films & Tec,511664,Film Production,,
Media Matrix,ESHAMEDIA,Film Production,,
G V Films,GHVINFRA,Film Production,,
Orient Tradelink,531512,Film Production,,
Madhuveer Com,AFCOM,Film Production,,
Vashu Bhagnani,532011,Film Production,,
Picturehouse,532355,Film Production,,
Baba Arts,ARTSON,Film Production,,
Alan Scott Ente.,ALANSCOTT,Film Production,,
Panorama Studios,PANORAMA,Film Production,,
Diksat Transworl,DIKSAT,Film Production,,
V R Films & Stud,VRFILMS,Film Production,,
Baweja Studios L,BAWEJA,Film Production,,
Cineline India,CINELINE,Film Production,NA,Media Entertainment & Publication
Connplex Cinemas,CONNPLEX,Film Production,,
Mukta Arts,MUKTAARTS,Film Production,NA,Media Entertainment & Publication
Prit Nandy Comm.,PNC,Film Production,NA,Media Entertainment & Publication
Picturepost Stu.,PPSL,Film Production,,
PVR Inox,PVRINOX,Film Production,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY MEDIA",Media Entertainment & Publication
Tips Films,TIPSFILMS,Film Production,NA,Media Entertainment & Publication
UFO Moviez,UFO,Film Production,NA,Media Entertainment & Publication
Vels Film,VELS,Film Production,,
Haryana Fin. Co.,ARYAN,Financial Institution,,
Guj. State Fin.,532160,Financial Institution,,
H U D C O,HUDCO,Financial Institution,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
IFCI,IFCI,Financial Institution,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
Indian Renewable,IREDA,Financial Institution,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
I R F C,IRFC,Financial Institution,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
Power Fin.Corpn.,PFC,Financial Institution,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FINANCIAL SERVICES",Financial Services
REC Ltd,RECLTD,Financial Institution,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FINANCIAL SERVICES",Financial Services
Tour. Fin. Corp.,TFCILTD,Financial Institution,NA,Financial Services
Vedant Asset,VEDANTASSET,Financial Products Distributor,,
Dharni Capital,DHARNI,Financial Products Distributor,,
Anand Rathi Wea.,ANANDRATHI,Financial Products Distributor,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
Prudent Corp.,PRUDENT,Financial Products Distributor,NIFTY MICROCAP 250,Financial Services
WSFX Global,SVGLOBAL,Financial Technology (Fintech),,
AGS Transact,AGSTRA,Financial Technology (Fintech),NA,Financial Services
Infibeam Avenues,INFIBEAM,Financial Technology (Fintech),NIFTY MICROCAP 250,Information Technology
One Mobikwik,MOBIKWIK,Financial Technology (Fintech),NA,Financial Services
MOS Utility,MOS,Financial Technology (Fintech),,
One 97,PAYTM,Financial Technology (Fintech),"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
PB Fintech.,POLICYBZR,Financial Technology (Fintech),"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
Seshaasai Tech.,STYL,Financial Technology (Fintech),NA,Information Technology
Suvidhaa Info.,SUVIDHAA,Financial Technology (Fintech),NA,Financial Services
Sarup Industries,SARUPINDUS,Footwear,,
Lehar Footwears,LEHAR,Footwear,,
Marc Loire,MARCLOIRE,Footwear,,
Bata India,BATAINDIA,Footwear,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY CONSUMER DURABLES",Consumer Durables
Campus Activewe.,CAMPUS,Footwear,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Consumer Durables
Khadim India,KHADIM,Footwear,NA,Consumer Durables
Liberty Shoes,LIBERTSHOE,Footwear,NA,Consumer Durables
Metro Brands,METROBRAND,Footwear,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",Textiles
Redtape,REDTAPE,Footwear,NIFTY MICROCAP 250,Consumer Durables
Relaxo Footwear,RELAXO,Footwear,NA,Consumer Durables
Sreeleathers,SREEL,Footwear,NA,Consumer Durables
Natl. Plywood,516062,Forest Products,,
Pratik Panels,PRATIK,Forest Products,,
Indian Wood Prod,INDIANACRY,Forest Products,,
Golden Carpets,531928,Furniture,,
Tirupati Foam,TIRUFOAM,Furniture,,
Milestone Furn.,MILESTONE,Furniture,,
Shashwat Furnis.,543519,Furniture,,
Magenta Life,REMLIFE,Furniture,,
Ahlada Engineers,AHLADA,Furniture,NA,Construction
BirlaNu Ltd,BIRLANU,Furniture,NA,Construction
Durlax Top,DURLAX,Furniture,,
Euro Pratik Sale,EUROPRATIK,Furniture,NA,Construction
Hardwyn India,HARDWYN,Furniture,NA,Metals & Mining
Interiors & More,INM,Furniture,,
Lexus Granito,LEXUS,Furniture,NA,Construction
Marvel Decor,MDL,Furniture,,
Naman In-Store,NAMAN,Furniture,,
Omfurn India,OMFURN,Furniture,,
Parin Enterpris.,PARIN,Furniture,,
Priti Internati.,PRITI,Furniture,NA,Consumer Durables
Responsive Ind,RESPONIND,Furniture,NIFTY MICROCAP 250,Construction
Rexpro Enter.,REXPRO,Furniture,,
Safe Enterprises,SAFEENTP,Furniture,,
Sheela Foam,SFL,Furniture,NIFTY MICROCAP 250,Consumer Durables
Stanley Lifesty.,STANLEY,Furniture,NA,Textiles
Transteel Seatin,TRANSTEEL,Furniture,,
Virat Industries,VIRAT,Garments & Apparels,,
Bizotic Commer.,BIZOTIC,Garments & Apparels,,
Arvind Ltd,ARVIND,Garments & Apparels,NIFTY MICROCAP 250,Textiles
Bella Casa Fashi,BELLACASA,Garments & Apparels,NA,Textiles
Cantabil Retail,CANTABIL,Garments & Apparels,NA,Textiles
Dollar Industrie,DOLLAR,Garments & Apparels,NA,Textiles
Filatex Fash.,FILATFASH,Garments & Apparels,NA,Textiles
Gokaldas Exports,GOKEX,Garments & Apparels,NIFTY MICROCAP 250,Textiles
Iris Clothings,IRISDOREME,Garments & Apparels,NA,Textiles
Karnika Industri,KARNIKA,Garments & Apparels,,
Kitex Garments,KITEX,Garments & Apparels,NA,Textiles
Kewal Kir.Cloth.,KKCL,Garments & Apparels,NA,Textiles
Lux Industries,LUXIND,Garments & Apparels,NIFTY MICROCAP 250,Textiles
Monte Carlo Fas.,MONTECARLO,Garments & Apparels,NA,Textiles
Page Industries,PAGEIND,Garments & Apparels,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Textiles
Pearl Global Ind,PGIL,Garments & Apparels,NA,Textiles
Purple United,PURPLEUTED,Garments & Apparels,,
Rupa & Co,RUPA,Garments & Apparels,NA,Textiles
SBC Exports,SBC,Garments & Apparels,NA,Textiles
S P Apparels,SPAL,Garments & Apparels,NA,Textiles
Saraswati Saree,SSDL,Garments & Apparels,NA,Consumer Services
Thomas Scott,THOMASCOTT,Garments & Apparels,NA,Textiles
VIP Clothing,VIPCLOTHNG,Garments & Apparels,NA,Textiles
Vishal Fabrics,VISHAL,Garments & Apparels,,
Zodiac Cloth. Co,ZODIACLOTH,Garments & Apparels,NA,Textiles
GAIL (India),GAIL,Gas Transmission/Marketing,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY,NIFTY OIL & GAS","Oil, Gas & Consumable fuels"
Guj.St.Petronet,GSPL,Gas Transmission/Marketing,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY ENERGY,NIFTY OIL & GAS","Oil, Gas & Consumable fuels"
Indifra Ltd,INDIFRA,Gas Transmission/Marketing,,
Timex Group,TIMEX,Gems,,
Asian Star Co.,SANSTAR,Gems,NA,FMCG
Khazanchi Jewell,KHAZANCHI,Gems,,
Bluestone Jewel,BLUESTONE,Gems,NA,Consumer Durables
D.P. Abhushan,DPABHUSHAN,Gems,NA,Consumer Durables
Ethos Ltd,ETHOSLTD,Gems,NIFTY MICROCAP 250,Consumer Durables
Foce India,FOCE,Gems,,
Goldiam Intl.,GOLDIAM,Gems,NA,Consumer Durables
Kalyan Jewellers,KALYANKJIL,Gems,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY CONSUMER DURABLES",Consumer Durables
KDDL Ltd,KDDL,Gems,NA,Consumer Durables
Laxmi Goldorna,LGHL,Gems,NA,Consumer Durables
Motisons Jewel,MOTISONS,Gems,NA,Consumer Durables
PC Jeweller,PCJEWELLER,Gems,NA,Consumer Durables
P N Gadgil Jewe.,PNGJL,Gems,NA,Consumer Durables
Radhika Jeweltec,RADHIKAJWE,Gems,NA,Consumer Durables
Rajesh Exports,RAJESHEXPO,Gems,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY CONSUMER DURABLES",Consumer Durables
Renaiss. Global,RGL,Gems,NA,Consumer Durables
Senco Gold,SENCO,Gems,NIFTY MICROCAP 250,Consumer Durables
Shanti Gold,SHANTIGOLD,Gems,NA,Consumer Durables
Shringar House,SHRINGARMS,Gems,NA,Consumer Durables
Sky Gold & Diam.,SKYGOLD,Gems,NA,Consumer Durables
T B Z,TBZ,Gems,NA,Consumer Durables
Thangamayil Jew.,THANGAMAYL,Gems,NA,Consumer Durables
Titan Company,TITAN,Gems,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY CONSUMER DURABLES",Consumer Durables
Vaibhav Global,VAIBHAVGBL,Gems,NIFTY MICROCAP 250,Consumer Durables
General Insuranc,GICRE,General Insurance,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
Go Digit General,GODIGIT,General Insurance,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
ICICI Lombard,ICICIGI,General Insurance,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FINANCIAL SERVICES",Financial Services
New India Assura,NIACL,General Insurance,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
Niva Bupa Health,NIVABUPA,General Insurance,NA,Financial Services
Star Health Insu,STARHEALTH,General Insurance,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
La Opala RG,LAOPALA,Glass - Consumer,NA,Consumer Durables
Agarwal Fortune,AGARWAL,Glass - Industrial,,
Agarwal Float,AGARWALFT,Glass - Industrial,,
Agarwal Toughene,AGARWALTUF,Glass - Industrial,,
Borosil Renew.,BORORENEW,Glass - Industrial,NIFTY MICROCAP 250,Capital Goods
Borosil Scienti.,BOROSCI,Glass - Industrial,NA,Capital Goods
Sejal Glass,SEJALLTD,Glass - Industrial,NA,Capital Goods
Pacific Inds,SUMEETINDS,Granites & Marbles,NA,Textiles
Royal Cush. Vin.,ROYAL,Granites & Marbles,,
Elegant Marbles,MARBLE,Granites & Marbles,,
Aro Granite Inds,AROGRANITE,Granites & Marbles,NA,Construction
Esprit Stones,ESPRIT,Granites & Marbles,,
Global Surfaces,GSLSU,Granites & Marbles,NA,Construction
Madhav Marbles,MADHAV,Granites & Marbles,NA,Construction
Oriental Trimex,ORIENTALTL,Granites & Marbles,NA,Construction
Pokarna,POKARNA,Granites & Marbles,NA,Construction
Bilcare,526853,Healthcare Research,,
Novelix Pharma.,NOVELIX,Healthcare Research,,
Jeevan Scienti.,538837,Healthcare Research,,
Vanta Bioscience,VANTABIO,Healthcare Research,,
Adeshwar Meditex,ADESHWAR,Healthcare Research,,
Indegene,INDGN,Healthcare Research,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Healthcare
Suven Life Scie.,SUVEN,Healthcare Research,NA,Healthcare
Syngene Intl.,SYNGENE,Healthcare Research,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY MIDSMALL HEALTHCARE",Healthcare
Take Solutions,TAKE,Healthcare Research,NA,Healthcare
Vimta Labs,VIMTALABS,Healthcare Research,NA,Healthcare
One Global Serv,ONEGLOBAL,Healthcare Service Provider,,
Family Care,FAMILYCARE,Healthcare Service Provider,,
Chennai Meena,523489,Healthcare Service Provider,,
Sharma E I Hosp.,ELITECON,Healthcare Service Provider,,
Bandaram Pharma,BPLPHARMA,Healthcare Service Provider,,
Transgene Biotek,526139,Healthcare Service Provider,,
Medinova Diagno.,MEDINOV,Healthcare Service Provider,,
Choksi Laborator,CHOKSILA,Healthcare Service Provider,,
N G Industries,BENGALASM,Healthcare Service Provider,,
3B Blackbio,3BBLACKBIO,Healthcare Service Provider,,
Samsrita Labs,SAMSRITA,Healthcare Service Provider,,
Tejnaksh Health.,TEJNAKSH,Healthcare Service Provider,,
Aspira Pathlab,ASPIRA,Healthcare Service Provider,,
Deccan Healthcar,DECCAN,Healthcare Service Provider,,
Gian Lifecare,GIANLIFE,Healthcare Service Provider,,
Star Imaging,SANSTAR,Healthcare Service Provider,NA,FMCG
Chandan Healthca,CHANDAN,Healthcare Service Provider,,
Krsnaa Diagnost.,KRSNAA,Healthcare Service Provider,NA,Healthcare
Dr Lal Pathlabs,LALPATHLAB,Healthcare Service Provider,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY MIDSMALL HEALTHCARE",Healthcare
Metropolis Healt,METROPOLIS,Healthcare Service Provider,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY MIDSMALL HEALTHCARE",Healthcare
Nidan Laborator.,NIDAN,Healthcare Service Provider,,
Sastasundar Ven.,SASTASUNDR,Healthcare Service Provider,NA,Media Entertainment & Publication
Suraksha Diagno.,SURAKSHA,Healthcare Service Provider,NA,Healthcare
Thyrocare Tech.,THYROCARE,Healthcare Service Provider,NA,Healthcare
Vijaya Diagnost.,VIJAYA,Healthcare Service Provider,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Healthcare
KP Green Engg.,KPGEL,Heavy Electrical Equipment,,
A B B,ABB,Heavy Electrical Equipment,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Capital Goods
Atlanta Electric,ATLANTAELE,Heavy Electrical Equipment,NA,Capital Goods
Azad Engineering,AZAD,Heavy Electrical Equipment,NIFTY MICROCAP 250,Metals & Mining
Bajel Projects,BAJEL,Heavy Electrical Equipment,NA,Capital Goods
B H E L,BHEL,Heavy Electrical Equipment,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Capital Goods
CG Power & Ind,CGPOWER,Heavy Electrical Equipment,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Capital Goods
Elecon Engg.Co,ELECON,Heavy Electrical Equipment,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Capital Goods
Siemens Ener.Ind,ENRIN,Heavy Electrical Equipment,NA,Capital Goods
GE Power,GVPIL,Heavy Electrical Equipment,NA,Capital Goods
GE Vernova T&D,GVT&D,Heavy Electrical Equipment,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY ENERGY",Capital Goods
Inox Wind,INOXWIND,Heavy Electrical Equipment,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY ENERGY",Power
Hitachi Energy,POWERINDIA,Heavy Electrical Equipment,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Capital Goods
Quality Power El,QPOWER,Heavy Electrical Equipment,NA,Capital Goods
Schneider Elect.,SCHNEIDER,Heavy Electrical Equipment,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY ENERGY",Capital Goods
Siemens,SIEMENS,Heavy Electrical Equipment,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Diversified
Skipper,SKIPPER,Heavy Electrical Equipment,NA,Capital Goods
Suzlon Energy,SUZLON,Heavy Electrical Equipment,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Power
T R I L,TARIL,Heavy Electrical Equipment,NA,Capital Goods
TD Power Systems,TDPOWERSYS,Heavy Electrical Equipment,NIFTY MICROCAP 250,Capital Goods
Thermax,THERMAX,Heavy Electrical Equipment,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Capital Goods
Transrail Light,TRANSRAILL,Heavy Electrical Equipment,NA,Construction
Triveni Turbine,TRITURBINE,Heavy Electrical Equipment,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY ENERGY",Capital Goods
Volt.Transform.,VOLTAMP,Heavy Electrical Equipment,NIFTY MICROCAP 250,Capital Goods
Indosolar,WAAREEINDO,Heavy Electrical Equipment,NA,Capital Goods
Integ. Industrie,531889,Holding Company,,
