stock_name,symbol,industry,index,sector
Power Grid Corpn,POWERGRID,Power - Transmission,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Power
Ampvolts,AMPVOLTS,Power Distribution,,
Adani Energy Sol,ADANIENSOL,Power Distribution,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Power
Globus Power,EMPOWER,Power Generation,,
Waaree Tech.,WAAREE,Power Generation,,
Insolation Ener,ENERGYINF,Power Generation,,
ACME Solar Hold.,ACMESOLAR,Power Generation,NA,Power
Adani Green,ADANIGREEN,Power Generation,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Power
Guj Inds. Power,GIPCL,Power Generation,NA,Power
GMR Urban,GMRP&UI,Power Generation,NA,Diversified
Orient Green,GREENPOWER,Power Generation,NA,Power
Indowind Energy,INDOWIND,Power Generation,NA,Power
Inox Green,INOXGREEN,Power Generation,NIFTY MICROCAP 250,Power
JP Power Ven.,JPPOWER,Power Generation,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY ENERGY",Power
JSW Energy,JSWENERGY,Power Generation,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Power
K.P. Energy,KPEL,Power Generation,NA,Construction
KPI Green Energy,KPIGREEN,Power Generation,NA,Power
Nava,NAVA,Power Generation,NIFTY MICROCAP 250,Diversified
NHPC Ltd,NHPC,Power Generation,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Power
NLC India,NLCINDIA,Power Generation,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Power
NTPC,NTPC,Power Generation,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Power
NTPC Green Ene.,NTPCGREEN,Power Generation,NA,Power
Reliance Power,RPOWER,Power Generation,NA,Power
RattanIndia Pow.,RTNPOWER,Power Generation,NA,Power
Sustainable Ener,SEITINVIT,Power Generation,,
SJVN,SJVN,Power Generation,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Power
Surana Telecom,SURANAT&P,Power Generation,NA,Power
Ujaas Energy,UEL,Power Generation,NA,Capital Goods
PTC India,PTC,Power Trading,NIFTY MICROCAP 250,Power
Utique Enterp.,UTIQUE,Precious Metals,,
Dec.Gold Mines,512068,Precious Metals,,
Nanavati Venture,MKVENTURES,Precious Metals,,
Amanaya Ventures,MKVENTURES,Precious Metals,,
Encode Packaging,ENCODE,Print Media,,
Citizen Infoline,538786,Print Media,,
D B Corp,DBCORP,Print Media,NA,Media Entertainment & Publication
Hindustan Media,HMVL,Print Media,NA,Media Entertainment & Publication
H T Media,HTMEDIA,Print Media,NA,Media Entertainment & Publication
Jagran Prakashan,JAGRAN,Print Media,NA,Media Entertainment & Publication
Madhya Prad. Tod,MPTODAY,Print Media,,
Sandesh,SANDESH,Print Media,NA,Media Entertainment & Publication
Shakti Press,PRESSURS,Printing & Publication,,
Inland Printers,530787,Printing & Publication,,
Kiran Print Pack,KIRANVYPAR,Printing & Publication,,
Unick Fix-A-Form,UNICK,Printing & Publication,,
Chetana Educa.,CHETANA,Printing & Publication,,
Infomedia Press,INFOMEDIA,Printing & Publication,NA,Media Entertainment & Publication
Navneet Educat.,NAVNETEDUL,Printing & Publication,NA,Media Entertainment & Publication
Repro India,REPRO,Printing & Publication,NA,FMCG
S Chand & Compan,SCHAND,Printing & Publication,NA,Media Entertainment & Publication
DIC India,DICIND,Printing Inks,NA,Chemicals
Kshitij Polyline,KSHITIJPOL,Printing Inks,NA,Chemicals
Axis Bank,AXISBANK,Private Sector Bank,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY BANK,NIFTY FINANCIAL SERVICES,NIFTY PRIVATE BANK",Financial Services
Bandhan Bank,BANDHANBNK,Private Sector Bank,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PRIVATE BANK",Financial Services
CSB Bank,CSBBANK,Private Sector Bank,NIFTY MICROCAP 250,Financial Services
City Union Bank,CUB,Private Sector Bank,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY PRIVATE BANK",Financial Services
DCB Bank,DCBBANK,Private Sector Bank,NIFTY MICROCAP 250,Financial Services
Dhanlaxmi Bank,DHANBANK,Private Sector Bank,NA,Financial Services
Federal Bank,FEDERALBNK,Private Sector Bank,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY BANK,NIFTY PRIVATE BANK",Financial Services
HDFC Bank,HDFCBANK,Private Sector Bank,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY BANK,NIFTY FINANCIAL SERVICES,NIFTY PRIVATE BANK",Financial Services
ICICI Bank,ICICIBANK,Private Sector Bank,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY BANK,NIFTY FINANCIAL SERVICES,NIFTY PRIVATE BANK",Financial Services
IDBI Bank,IDBI,Private Sector Bank,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
IDFC First Bank,IDFCFIRSTB,Private Sector Bank,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY BANK,NIFTY PRIVATE BANK",Financial Services
IndusInd Bank,INDUSINDBK,Private Sector Bank,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY BANK,NIFTY PRIVATE BANK",Financial Services
J & K Bank,J&KBANK,Private Sector Bank,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
Karur Vysya Bank,KARURVYSYA,Private Sector Bank,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
Kotak Mah. Bank,KOTAKBANK,Private Sector Bank,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY BANK,NIFTY FINANCIAL SERVICES,NIFTY PRIVATE BANK",Financial Services
Karnataka Bank,KTKBANK,Private Sector Bank,NIFTY MICROCAP 250,Financial Services
RBL Bank,RBLBANK,Private Sector Bank,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY PRIVATE BANK",Financial Services
South Ind.Bank,SOUTHBANK,Private Sector Bank,NIFTY MICROCAP 250,Financial Services
T N Merc. Bank,TMB,Private Sector Bank,NA,Financial Services
Yes Bank,YESBANK,Private Sector Bank,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
Bank of Baroda,BANKBARODA,Public Sector Bank,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY BANK,NIFTY PSU BANK",Financial Services
Bank of India,BANKINDIA,Public Sector Bank,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PSU BANK",Financial Services
Canara Bank,CANBK,Public Sector Bank,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY BANK,NIFTY PSU BANK",Financial Services
Central Bank,CENTRALBK,Public Sector Bank,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY PSU BANK",Financial Services
Indian Bank,INDIANB,Public Sector Bank,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PSU BANK",Financial Services
I O B,IOB,Public Sector Bank,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PSU BANK",Financial Services
Bank of Maha,MAHABANK,Public Sector Bank,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PSU BANK",Financial Services
Punjab Natl.Bank,PNB,Public Sector Bank,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY BANK,NIFTY PSU BANK",Financial Services
Pun. & Sind Bank,PSB,Public Sector Bank,NIFTY PSU BANK,Financial Services
SBI,SBIN,Public Sector Bank,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY BANK,NIFTY FINANCIAL SERVICES,NIFTY PSU BANK",Financial Services
UCO Bank,UCOBANK,Public Sector Bank,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY PSU BANK",Financial Services
Union Bank (I),UNIONBANK,Public Sector Bank,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PSU BANK",Financial Services
Jupiter Wagons,JWL,Railway Wagons,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Capital Goods
Titagarh Rail,TITAGARH,Railway Wagons,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Capital Goods
CARE Ratings,CARERATING,Ratings,NA,Financial Services
ICRA,ICRA,Ratings,NA,Financial Services
PropshareTitania,544462,Real Estate Investment Trusts (REITs),,
Brookfield India,BIRET,Real Estate Investment Trusts (REITs),,
Embassy Off.REIT,EMBASSY,Real Estate Investment Trusts (REITs),,
Mindspace Busine,MINDSPACE,Real Estate Investment Trusts (REITs),,
Nexus Select,NXST,Real Estate Investment Trusts (REITs),,
Shricon Indus.,ICON,Real Estate related services,,
Rap Corp,SHUKRAPHAR,Real Estate related services,,
Softsol India,ADCINDIA,Real Estate related services,,
Justo Realfin,JUSTO,Real Estate related services,,
Homesfy Realty,HOMESFY,Real Estate related services,,
Landmark Prop.,LPDC,Real Estate related services,NA,Construction
P.E. Analytics,PROPEQUITY,Real Estate related services,,
Standard Inds.,SIL,Real Estate related services,NA,Textiles
Cont. Petroleums,523232,Refineries & Marketing,,
Rajasthan Gases,RAJGASES,Refineries & Marketing,,
Real Eco-Energy,REALECO,Refineries & Marketing,,
Sanmit Infra,GHVINFRA,Refineries & Marketing,,
Omnipotent,OMNIPOTENT,Refineries & Marketing,,
Resgen,RESGEN,Refineries & Marketing,,
B P C L,BPCL,Refineries & Marketing,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY,NIFTY OIL & GAS","Oil, Gas & Consumable fuels"
C P C L,CHENNPETRO,Refineries & Marketing,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500","Oil, Gas & Consumable fuels"
H P C L,HINDPETRO,Refineries & Marketing,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY,NIFTY OIL & GAS","Oil, Gas & Consumable fuels"
I O C L,IOC,Refineries & Marketing,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY,NIFTY OIL & GAS","Oil, Gas & Consumable fuels"
M R P L,MRPL,Refineries & Marketing,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500","Oil, Gas & Consumable fuels"
Reliance Industr,RELIANCE,Refineries & Marketing,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY,NIFTY OIL & GAS","Oil, Gas & Consumable fuels"
Ajmera Realty,AJMERA,Residential,NA,Realty
Anant Raj,ANANTRAJ,Residential,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Realty
Brigade Enterpr.,BRIGADE,Residential,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY REALTY",Realty
DLF,DLF,Residential,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY REALTY",Realty
Embassy Develop,EMBDL,Residential,NIFTY MICROCAP 250,Realty
Ganesh Housing,GANESHHOU,Residential,NIFTY MICROCAP 250,Realty
Godrej Propert.,GODREJPROP,Residential,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY REALTY",Realty
Hubtown,HUBTOWN,Residential,NA,Realty
Kalpat.,KALPATARU,Residential,NA,Realty
Lodha Developers,LODHA,Residential,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY REALTY",Realty
Sri Lotus,LOTUSDEV,Residential,NA,Realty
Mahindra Life.,MAHLIFE,Residential,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY REALTY",Realty
Marathon Nextgen,MARATHON,Residential,NA,Realty
Max Estates,MAXESTATES,Residential,NA,Realty
Oberoi Realty,OBEROIRLTY,Residential,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY REALTY",Realty
Phoenix Mills,PHOENIXLTD,Residential,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY REALTY",Realty
Prestige Estates,PRESTIGE,Residential,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY REALTY",Realty
Puravankara,PURVA,Residential,NIFTY MICROCAP 250,Realty
Raymond,RAYMOND,Residential,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY REALTY",Textiles
Raymond Realty,RAYMONDREL,Residential,NA,Realty
Keystone Realtor,RUSTOMJEE,Residential,NA,Realty
SignatureGlobal,SIGNATURE,Residential,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Realty
Sobha,SOBHA,Residential,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY REALTY",Realty
Sunteck Realty,SUNTECK,Residential,NIFTY MICROCAP 250,Realty
TARC Ltd,TARC,Residential,NIFTY MICROCAP 250,Realty
Gourmet Gateway,GOURMET,Restaurants,,
Pecos Hotels,ECOHOTELS,Restaurants,,
Vikram Kamats,VIKRAMTH,Restaurants,,
Spice LoungeFood,SPICEJET,Restaurants,,
Barbeque-Nation,BARBEQUE,Restaurants,NA,Consumer Services
Grill Splendour,BIRDYS,Restaurants,,
Coffee Day Enter,COFFEEDAY,Restaurants,NA,Consumer Services
Devyani Intl.,DEVYANI,Restaurants,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Consumer Services
Jubilant Food.,JUBLFOOD,Restaurants,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Consumer Services
Restaurant Brand,RBA,Restaurants,NIFTY MICROCAP 250,Consumer Services
Sapphire Foods,SAPPHIRE,Restaurants,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Consumer Services
Speciality Rest.,SPECIALITY,Restaurants,NA,Consumer Services
Travel Food,TRAVELFOOD,Restaurants,NA,Consumer Services
Westlife Food,WESTLIFE,Restaurants,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Consumer Services
BF Utilities,BFUTILITIE,Road AssetsToll,NA,Construction
Cube Highways,CUBEINVIT,Road AssetsToll,,
Gayatri Highways,GAYAHWS,Road AssetsToll,NA,Construction
Highway Infra,HILINFRA,Road AssetsToll,NA,Construction
Indus Inf. Trust,INDUSINVIT,Road AssetsToll,,
IRB InvIT Fund,IRBINVIT,Road AssetsToll,,
MEP Infrast.,MEP,Road AssetsToll,NA,Realty
National High,NHIT,Road AssetsToll,,
Noida Tollbridg.,NOIDATOLL,Road AssetsToll,NA,Construction
Roadstar Infra,ROADSTAR,Road AssetsToll,,
Vertis Infra.,VERTIS,Road AssetsToll,,
SER Industries,SERA,Road Transport,,
ABC India,ADCINDIA,Road Transport,,
Balurghat Tech,SHILCTECH,Road Transport,,
Coastal Roadways,STAL,Road Transport,,
Mahasagar Travel,526795,Road Transport,,
Inter State Oil,PGFOILQ,Road Transport,,
Frontline Corp.,532042,Road Transport,,
Ecos (India),ECOSMOBLTY,Road Transport,NA,Consumer Services
Shree OSFM,SHREEOSFM,Road Transport,,
Voler Car,VOLERCAR,Road Transport,,
Wise Travel,WTICAB,Road Transport,,
Rishiroop,RISHIROOP,Rubber,,
Apcotex Industri,APCOTEXIND,Rubber,NA,Chemicals
Elgi Rubber Co,ELGIRUBCO,Rubber,NA,Auto
Gayatri Rubbers,GRCL,Rubber,,
GRP,GRPLTD,Rubber,NA,Auto
Harri. Malayalam,HARRMALAYA,Rubber,NA,FMCG
Lead Reclaim,LRRPL,Rubber,,
Pentagon Rubber,PENTAGON,Rubber,,
Pix Transmission,PIXTRANS,Rubber,NA,Capital Goods
Rubfila Intl.,RUBFILA,Rubber,NA,Auto
Sampann Utpadan,SAMPANN,Rubber,NA,Power
Tinna Rubber,TINNARUBR,Rubber,NA,Auto
Cera Sanitary.,CERA,Sanitary Ware,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY CONSUMER DURABLES",Consumer Durables
Ganga Bath Fitt.,GANGABATH,Sanitary Ware,,
Hindware Home In,HINDWAREAP,Sanitary Ware,NIFTY MICROCAP 250,Consumer Durables
Sharat Industrie,519397,Seafood,,
NCC Blue Water,BLUECLOUDS,Seafood,,
Uniroyal Marine,ROYAL,Seafood,,
Kings Infra,GHVINFRA,Seafood,,
Zeal Aqua,ZEAL,Seafood,,
Essex Marine,ESSEX,Seafood,,
Apex Frozen Food,APEX,Seafood,NA,FMCG
Coastal Corporat,COASTCORP,Seafood,NA,FMCG
Waterbase,WATERBASE,Seafood,,
Hariyana Ship,SHAHISHIP,Ship Building & Allied Services,,
Laxmipati Engg,COROENGG,Ship Building & Allied Services,,
Cochin Shipyard,COCHINSHIP,Ship Building & Allied Services,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Capital Goods
Mazagon Dock,MAZDOCK,Ship Building & Allied Services,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Capital Goods
Swan Defence,SWANDEF,Ship Building & Allied Services,NA,Capital Goods
Chowgule Steam,501833,Shipping,,
Global Offshore,SVGLOBAL,Shipping,,
Datiware Mari.,DATIWARE,Shipping,,
Shahi Shipping,SHAHISHIP,Shipping,,
ABS Marine,ABSMARINE,Shipping,,
Arvind Port &,ARVINDPORT,Shipping,,
Essar Shipping,ESSARSHPNG,Shipping,NA,Capital Goods
GE Shipping Co,GESHIP,Shipping,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Capital Goods
Sadhav Shipping,SADHAV,Shipping,,
S C I,SCI,Shipping,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Capital Goods
SEAMEC Ltd,SEAMECLTD,Shipping,NA,Capital Goods
Shreeji Ship. Gl,SHREEJISPG,Shipping,NA,Capital Goods
Transworld Shipp,TRANSWORLD,Shipping,NA,Capital Goods
Silverline Tech,SHILCTECH,Software Products,,
Technvision Ven.,501421,Software Products,,
Avance Tech.,AVANCE,Software Products,,
Artificial Elect,526443,Software Products,,
BITS,BITS,Software Products,,
Odyssey Tech.,ODYSSEY,Software Products,,
ABM Knowledge,ABMKNO,Software Products,,
Ace Soft. Exp.,SHIVACEM,Software Products,,
Atishay,ATISHAY,Software Products,,
Blue Cloud Soft.,BLUECLOUDS,Software Products,,
Lucent Industrie,LUCENT,Software Products,,
Aion-Tech Soluti,GOLDTECH,Software Products,NA,Information Technology
IRIS Business,IRIS,Software Products,NA,Information Technology
C.E. Info System,MAPMYINDIA,Software Products,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Information Technology
Nucleus Soft.,NUCLEUS,Software Products,NA,Information Technology
Oracle Fin.Serv.,OFSS,Software Products,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Information Technology
Quick Heal Tech,QUICKHEAL,Software Products,NA,Information Technology
Ramco Systems,RAMCOSYS,Software Products,NA,Information Technology
Subex,SUBEXLTD,Software Products,NA,Information Technology
Tanla Platforms,TANLA,Software Products,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Information Technology
Trust Fintech,TRUST,Software Products,,
Unicommerce,UNIECOM,Software Products,NA,Consumer Services
Virtual Galaxy,VGINFOTECH,Software Products,,
Virinchi,VIRINCHI,Software Products,NA,Information Technology
Xelpmoc Design,XELPMOC,Software Products,NA,Information Technology
7NR Retail Ltd,ISTLTD,Speciality Retail,,
Bhatia Communic.,BHATIA,Speciality Retail,,
Raconteur Global,SVGLOBAL,Speciality Retail,,
City Pulse Multi,MULTIBASE,Speciality Retail,,
Mafia Trends,MAFIA,Speciality Retail,,
Logica Infoway,LOGICA,Speciality Retail,,
Umiya Mobile,UMIYA,Speciality Retail,,
Aditya Bir. Fas.,ABFRL,Speciality Retail,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Consumer Services
A B Lifestyle,ABLBL,Speciality Retail,NA,Consumer Services
Arvind Fashions.,ARVINDFASN,Speciality Retail,NIFTY MICROCAP 250,Textiles
Aditya Vision,AVL,Speciality Retail,NA,Consumer Services
Brand Concepts,BCONCEPTS,Speciality Retail,NA,Consumer Durables
Cell Point,CELLPOINT,Speciality Retail,,
Fonebox Retail,FONEBOX,Speciality Retail,,
Go Fashion (I),GOCOLORS,Speciality Retail,NIFTY MICROCAP 250,Textiles
Sai Silks,KALAMANDIR,Speciality Retail,NIFTY MICROCAP 250,Textiles
Vedant Fashions,MANYAVAR,Speciality Retail,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Textiles
Credo Brands,MUFTI,Speciality Retail,NA,Textiles
Praxis Home,PRAXIS,Speciality Retail,NA,Consumer Services
Shankara Build.,SHANKARA,Speciality Retail,NA,Consumer Services
Baazar Style,STYLEBAAZA,Speciality Retail,NA,Consumer Services
Trent,TRENT,Speciality Retail,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Consumer Services
V2 Retail,V2RETAIL,Speciality Retail,NA,Textiles
Elantas Beck,ELANTAS,Specialty Chemicals,,
Aarti Industries,AARTIIND,Specialty Chemicals,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
Archean Chemical,ACI,Specialty Chemicals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
Aether Industri.,AETHER,Specialty Chemicals,NIFTY MICROCAP 250,Chemicals
Alkyl Amines,ALKYLAMINE,Specialty Chemicals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
Anupam Rasayan,ANURAS,Specialty Chemicals,NIFTY MICROCAP 250,Chemicals
Atul,ATUL,Specialty Chemicals,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
Balaji Amines,BALAMINES,Specialty Chemicals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
BASF India,BASF,Specialty Chemicals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
Camlin Fine,CAMLINFINE,Specialty Chemicals,NA,Chemicals
Clean Science,CLEAN,Specialty Chemicals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
DDev Plastiks,DDEVPLSTIK,Specialty Chemicals,NA,Chemicals
Deepak Nitrite,DEEPAKNTR,Specialty Chemicals,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",Chemicals
Epigral,EPIGRAL,Specialty Chemicals,NIFTY MICROCAP 250,Chemicals
Fine Organic,FINEORG,Specialty Chemicals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
Gujarat Fluoroch,FLUOROCHEM,Specialty Chemicals,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",Chemicals
Galaxy Surfact.,GALAXYSURF,Specialty Chemicals,NA,Chemicals
Jubilant Ingrev.,JUBLINGREA,Specialty Chemicals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Diversified
Laxmi Organic,LXCHEM,Specialty Chemicals,NIFTY MICROCAP 250,Chemicals
