stock_name,symbol,industry,company_id,status
Texmaco Infrast.,TEXINFRA,Diversified Commercial Services,,failed
Updater Services,UDS,Diversified Commercial Services,,failed
Vision Infra,VIESL,Diversified Commercial Services,,failed
Davangere Sugar,DAVANGERE,Diversified FMCG,,failed
Godavari Bioref.,GODAVARIB,Diversified FMCG,,failed
Hind. Unilever,HINDUNILVR,Diversified FMCG,,failed
Hindustan Foods,HNDFDS,Diversified FMCG,,failed
ITC,ITC,Diversified FMCG,,failed
Bonlon Industrie,BONLON,Diversified Metals,,failed
Innomet Advanced,INNOMET,Diversified Metals,,failed
Jain Resource,JAINREC,Diversified Metals,,failed
Pondy Oxides,POCL,Diversified Metals,,failed
Vedanta,VEDL,Diversified Metals,,failed
Shanti Guru Inds,SHANTIGURU,Diversified Retail,,failed
Aditya Consumer,ADITYA,Diversified Retail,,failed
Jay Ambe Super.,JAYKAY,Diversified Retail,,failed
Avenue Super.,DMART,Diversified Retail,,failed
Electronics Mart,EMIL,Diversified Retail,,failed
Future Consumer,FCONSUMER,Diversified Retail,,failed
Future Enterp.,FEL,Diversified Retail,,failed
Future Ent. DVR,FELDVR,Diversified Retail,,failed
Future Lifestyle,FLFL,Diversified Retail,,failed
Jay Jalaram Tech,KORE,Diversified Retail,,failed
On Door Concepts,ONDOOR,Diversified Retail,,failed
Osia Hyper Reta.,OSIAHYPER,Diversified Retail,,failed
Patel Retail,PATELRMART,Diversified Retail,,failed
JHS Svend.Retail,RETAIL,Diversified Retail,,failed
Shoppers Stop,SHOPERSTOP,Diversified Retail,,failed
Spencer's Retail,SPENCERS,Diversified Retail,,failed
V-Mart Retail,VMART,Diversified Retail,,failed
Vishal Mega Mart,VMM,Diversified Retail,,failed
Swiss Military,SWISSMLTRY,Diversified consumer products,,failed
Yash Optics,YASHOPTICS,Diversified consumer products,,failed
Dredging Corpn.,DREDGECORP,Dredging,,failed
Knowledge Marine,KMEW,Dredging,,failed
Ultramarine Pig.,ULTRAMAR,Dyes And Pigments,,failed
AksharChem (I),AKSHARCHEM,Dyes And Pigments,,failed
Arunaya Organics,ARUNAYA,Dyes And Pigments,,failed
Asahi Songwon,ASAHISONG,Dyes And Pigments,,failed
Bhageria Indust.,BHAGERIA,Dyes And Pigments,,failed
Bodal Chemicals,BODALCHEM,Dyes And Pigments,,failed
Ducol Organics,DUCOL,Dyes And Pigments,,failed
Heubach Colorant,HEUBACHIND,Dyes And Pigments,,failed
Hindprakash Indu,HPIL,Dyes And Pigments,,failed
Kiri Industries,KIRIINDUS,Dyes And Pigments,,failed
Mahickra Chem.,MAHICKRA,Dyes And Pigments,,failed
Paragon Fine,PARAGON,Dyes And Pigments,,failed
Poddar Pigments,PODDARMENT,Dyes And Pigments,,failed
Prolife Indust.,PROLIFE,Dyes And Pigments,,failed
Sh.Pushkar Chem.,SHREEPUSHK,Dyes And Pigments,,failed
Sudarshan Chem.,SUDARSCHEM,Dyes And Pigments,,failed
Ushanti Colour,UCL,Dyes And Pigments,,failed
Unilex Colour &C,UNILEX,Dyes And Pigments,,failed
Yasons Chemex,YCCL,Dyes And Pigments,,failed
Jetking Infotrai,JETKINGQ,E-Learning,,failed
Docmode Health,DHTL,E-Learning,,failed
G-Tec Janix,GTECJAINX,E-Learning,,failed
Jaro Institute,JARO,E-Learning,,failed
Addictive Learn,LAWSIKHO,E-Learning,,failed
MPS,MPSLTD,E-Learning,,failed
Usha Mart. Edu.,UMESLTD,E-Learning,,failed
Veranda Learning,VERANDA,E-Learning,,failed
Pace E-Commerce,AERPACE,E-Retail/ E-Commerce,,failed
Ahasolar Technol,AHASOLAR,E-Retail/ E-Commerce,,failed
Finelistings Tec,ELITECON,E-Retail/ E-Commerce,,failed
Triveni Glass,TRIVENIGQ,Other Construction Materials,,failed
Glittek Granites,GLITTEKG,Other Construction Materials,,failed
Solid Stone Co,ELITECON,Other Construction Materials,,failed
Jai Mata Glass,JAIMATAG,Other Construction Materials,,failed
Ravi Leela Gran,GRANDOAK,Other Construction Materials,,failed
Midwest Gold,MIDWEST,Other Construction Materials,,failed
Neelkanth Rock,NEELKANTH,Other Construction Materials,,failed
Inani Marbles,INANI,Other Construction Materials,,failed
Associated Cera.,ASSOCIATED,Other Construction Materials,,failed
Mayur Floorings,MAYUR,Other Construction Materials,,failed
Marble City,CITYSQUARE,Other Construction Materials,,failed
Milestone Global,SVGLOBAL,Other Construction Materials,,failed
Jain Marmo Inds,JAINMARMO,Other Construction Materials,,failed
Shiva Granito,SHIVACEM,Other Construction Materials,,failed
Arisinfra Solu.,ARISINFRA,Other Construction Materials,,failed
Everest Inds.,EVERESTIND,Other Construction Materials,,failed
MCON Rasayan,MCON,Other Construction Materials,,failed
Ramco Inds.,RAMCOIND,Other Construction Materials,,failed
Sahyadri Industr,SAHYADRI,Other Construction Materials,,failed
Vishnusurya Pro.,VISHNUINFR,Other Construction Materials,,failed
Exhicon Events,EXHICON,Other Consumer Services,,failed
Mach Conferences,MACH,Other Consumer Services,,failed
NIS Management,NISUS,Other Consumer Services,,failed
Blue Pebble,BLUEPEBBLE,Other Consumer Services,,failed
E Factor Experie,EFACTOR,Other Consumer Services,,failed
Party Cruisers,PARTYCRUS,Other Consumer Services,,failed
SIS,SIS,Other Consumer Services,,failed
Thinking Hats,THESL,Other Consumer Services,,failed
Touchwood Enter.,TOUCHWOOD,Other Consumer Services,,failed
RIR Power Electr,ORIRAIL,Other Electrical Equipment,,failed
Spel Semiconduct,SPELS,Other Electrical Equipment,,failed
Marsons,MARSONS,Other Electrical Equipment,,failed
Yash Highvoltage,YASHHV,Other Electrical Equipment,,failed
Alpex Solar,ALPEXSOLAR,Other Electrical Equipment,,failed
Apar Inds.,APARINDS,Other Electrical Equipment,,failed
Avalon Tech,AVALON,Other Electrical Equipment,,failed
Bharat Bijlee,BBL,Other Electrical Equipment,,failed
Diamond Power,DIACABS,Other Electrical Equipment,,failed
Genus Power,GENUSPOWER,Other Electrical Equipment,,failed
Mangal Electrica,MEIL,Other Electrical Equipment,,failed
Oriana Power Ltd,ORIANA,Other Electrical Equipment,,failed
Premier Energies,PREMIERENE,Other Electrical Equipment,,failed
Prostarm Info,PROSTARM,Other Electrical Equipment,,failed
Ram Ratna Wires,RAMRAT,Other Electrical Equipment,,failed
Ravindra Energy,RELTD,Other Electrical Equipment,,failed
Rishabh Instrum.,RISHABH,Other Electrical Equipment,,failed
Saatvik Green,SAATVIKGL,Other Electrical Equipment,,failed
Salzer Electron.,SALZERELEC,Other Electrical Equipment,,failed
Servotech Renew,SERVOTECH,Other Electrical Equipment,,failed
Vikram Solar,VIKRAMSOLR,Other Electrical Equipment,,failed
Waaree Energies,WAAREEENER,Other Electrical Equipment,,failed
Waaree Renewab.,WAAREERTL,Other Electrical Equipment,,failed
Websol Energy,WEBELSOLAR,Other Electrical Equipment,,failed
RRPSemiconductor,ICON,Other Financial Services,,failed
Algoquant Fin,ALGOQUANT,Other Financial Services,,failed
LKP Finance,LKPFIN,Other Financial Services,,failed
Thacker & Co.,THACKER,Other Financial Services,,failed
Iconik Sports,ICON,Other Financial Services,,failed
Yash Trad.& Fin.,YASHHV,Other Financial Services,,failed
Arunjyoti Bio,3BBLACKBIO,Other Financial Services,,failed
Gamco Ltd,ISTLTD,Other Financial Services,,failed
Regency Fincorp,REGENCY,Other Financial Services,,failed
Escorp Asset Mgt,ESCORP,Other Financial Services,,failed
Colab Platforms,COLAB,Other Financial Services,,failed
Akiko,AKIKO,Other Financial Services,,failed
Centrum Capital,CENTRUM,Other Financial Services,,failed
CRISIL,CRISIL,Other Financial Services,,failed
Delphi World,DELPHIFX,Other Financial Services,,failed
Dhani Services,DHANI,Other Financial Services,,failed
NDL Ventures,NDLVENTURE,Other Financial Services,,failed
Prime Securities,PRIMESECU,Other Financial Services,,failed
RNFI Services,RNFI,Other Financial Services,,failed
The Invest.Trust,THEINVEST,Other Financial Services,,failed
Wealth First Por,WEALTH,Other Financial Services,,failed
Kore Foods,KORE,Other Food Products,,failed
Apis India,ADCINDIA,Other Food Products,,failed
IEL,SUNSHIEL,Other Food Products,,failed
Nutricircle,NUTRICIRCLE,Other Food Products,,failed
Vistar Amar,VISTARAMAR,Other Food Products,,failed
Wardwizard Foods,ANJANIFOODS,Other Food Products,,failed
Oceanic Foods,ANJANIFOODS,Other Food Products,,failed
Chemkart India,ADCINDIA,Other Food Products,,failed
EID Parry,EIDPARRY,Other Food Products,,failed
Freshara Agro,FRESHARA,Other Food Products,,failed
Goyal Salt,GOYALSALT,Other Food Products,,failed
Hoac Foods,HOACFOODS,Other Food Products,,failed
Jeyyam Global,JEYYAM,Other Food Products,,failed
Krishival Foods,KRISHIVAL,Other Food Products,,failed
Madhusudan Masa,MADHUSUDAN,Other Food Products,,failed
Manorama Indust.,MANORAMA,Other Food Products,,failed
Megastar Foods,MEGASTAR,Other Food Products,,failed
Proventus Agro.,PROV,Other Food Products,,failed
Shivashrit Foods,SHIVASHRIT,Other Food Products,,failed
Shri Ahimsa,SHRIAHIMSA,Other Food Products,,failed
Srivari Spices &,SSFL,Other Food Products,,failed
Simplex Castings,SIMPLEXCAS,Other Industrial Products,,failed
Expo Engineering,EXPOEAPL,Other Industrial Products,,failed
Oriental Rail,ORIRAIL,Other Industrial Products,,failed
Sealmatic India,ADCINDIA,Other Industrial Products,,failed
Quest Flow,QUESTFLOW,Other Industrial Products,,failed
Siyaram Recycli.,SIYARAM,Other Industrial Products,,failed
Ador Welding,ADOR,Other Industrial Products,,failed
Creative Graphic,CGRAPHICS,Other Industrial Products,,failed
Diffusion Eng,DIFFNKG,Other Industrial Products,,failed
Envirotech Sys.,ENVIRO,Other Industrial Products,,failed
Esab India,ESABINDIA,Other Industrial Products,,failed
Harsha Engg Intl,HARSHA,Other Industrial Products,,failed
HBL Engineering,HBLENGINE,Other Industrial Products,,failed
Inox India,INOXINDIA,Other Industrial Products,,failed
Kirloskar Indus.,KIRLOSIND,Other Industrial Products,,failed
KRN Heat Exchan,KRN,Other Industrial Products,,failed
Mallcom (India),MALLCOM,Other Industrial Products,,failed
Megatherm Indu.,MEGATHERM,Other Industrial Products,,failed
MIC Electronics,MICEL,Other Industrial Products,,failed
PTC Industries,PTCIL,Other Industrial Products,,failed
Cartrade Tech,CARTRADE,E-Retail/ E-Commerce,,failed
Net Avenue,CBAZAAR,E-Retail/ E-Commerce,,failed
Digidrive Dist.,DIGIDRIVE,E-Retail/ E-Commerce,,failed
Eternal Ltd,ETERNAL,E-Retail/ E-Commerce,,failed
Brainbees Solut.,FIRSTCRY,E-Retail/ E-Commerce,,failed
Intrasoft Tech.,ISFT,E-Retail/ E-Commerce,,failed
Kaushalya,KLL,E-Retail/ E-Commerce,,failed
FSN E-Commerce,NYKAA,E-Retail/ E-Commerce,,failed
RattanIndia Ent,RTNINDIA,E-Retail/ E-Commerce,,failed
Swiggy,SWIGGY,E-Retail/ E-Commerce,,failed
Urban Company,URBANCO,E-Retail/ E-Commerce,,failed
Womancart,WOMANCART,E-Retail/ E-Commerce,,failed
Ajanta Soya,INDSOYA,Edible Oil,,failed
Superior Indus.,SUPER,Edible Oil,,failed
Prime Industries,PRIMEFRESH,Edible Oil,,failed
Poona Dal & Oil,POONADAL,Edible Oil,,failed
Ambar Protein,AMBARPIL,Edible Oil,,failed
CIAN Agro,CIANAGRO,Edible Oil,,failed
Vijay Solvex,SOLVEX,Edible Oil,,failed
Diligent Indust.,DILIGENT,Edible Oil,,failed
Shri Venkatesh,SHRIGANG,Edible Oil,,failed
Ambo Agritec,TAMBOLIIN,Edible Oil,,failed
Vandan Foods,ANJANIFOODS,Edible Oil,,failed
Solvex Edibles,SOLVEX,Edible Oil,,failed
AWL Agri Busine.,AWL,Edible Oil,,failed
Gokul Refoils,GOKUL,Edible Oil,,failed
Gokul Agro,GOKULAGRO,Edible Oil,,failed
KN Agri Resource,KNAGRI,Edible Oil,,failed
Kriti Nutrients,KRITINUT,Edible Oil,,failed
Marico,MARICO,Edible Oil,,failed
M K Proteins,MKPL,Edible Oil,,failed
N K Industries,NKIND,Edible Oil,,failed
Patanjali Foods,PATANJALI,Edible Oil,,failed
Ramdevbaba Sol.,RBS,Edible Oil,,failed
Rajgor Castor,RCDL,Edible Oil,,failed
Raj Oil Mills,ROML,Edible Oil,,failed
Sundrop Brands,SUNDROP,Edible Oil,,failed
Ironwood Educa,IRONWOOD,Education,,failed
VJTF Eduservices,VJTFEDU,Education,,failed
Virtual Global,SVGLOBAL,Education,,failed
Shanti Educat.,SHANTIDENM,Education,,failed
Golden Crest,GREENCREST,Education,,failed
Humming Bird Edu,FREDUN,Education,,failed
Ascensive Educa.,ASCENSIVE,Education,,failed
Aptech,APTECHT,Education,,failed
Arihant Academy,ARIHANTACA,Education,,failed
CL Educate,CLEDUCATE,Education,,failed
Compucom Soft.,COMPUSOFT,Education,,failed
Career Point Edu,CPEDU,Education,,failed
Drone Destinatio,DRONE,Education,,failed
Educomp Sol.,EDUCOMP,Education,,failed
Global Education,GLOBAL,Education,,failed
DSJ Keep Learn,KEEPLEARN,Education,,failed
LCC Infotech,LCCINFOTEC,Education,,failed
Moxsh Overseas,MOXSH,Education,,failed
MT Educare,MTEDUCARE,Education,,failed
NIIT,NIITLTD,Education,,failed
NIIT Learning,NIITMTS,Education,,failed
Tree House Edu.,TREEHOUSE,Education,,failed
Vinsys IT Serv.,VINSYS,Education,,failed
Zee Learn,ZEELEARN,Education,,failed
Nilachal Refract,NILACHAL,Electrodes & Refractories,,failed
Panasonic Carbon,PANCARBON,Electrodes & Refractories,,failed
Morganite Crucib,MORGANITE,Electrodes & Refractories,,failed
Auro Impex,AUROIMPEX,Electrodes & Refractories,,failed
DE Nora India,DENORA,Electrodes & Refractories,,failed
Graphite India,GRAPHITE,Electrodes & Refractories,,failed
HEG,HEG,Electrodes & Refractories,,failed
IFGL Refractori.,IFGLEXPOR,Electrodes & Refractories,,failed
Monolithisch Ind,MONOLITH,Electrodes & Refractories,,failed
Orient Ceratech,ORIENTCER,Electrodes & Refractories,,failed
Refractory Shap.,REFRACTORY,Electrodes & Refractories,,failed
RHI Magnesita,RHIM,Electrodes & Refractories,,failed
Royal Arc Ele.,ROYALARC,Electrodes & Refractories,,failed
Raghav Product.,RPEL,Electrodes & Refractories,,failed
SP Refractories,SPRL,Electrodes & Refractories,,failed
Vesuvius India,VESUVIUS,Electrodes & Refractories,,failed
Quint Digital,QUINT,Electronic Media,,failed
Cyber Media Ind,CYBERMEDIA,Electronic Media,,failed
Diligent Media,DNAMEDIA,Electronic Media,,failed
SAB Events,SABEVENTS,Electronic Media,,failed
Sambhaav Media,SAMBHAAV,Electronic Media,,failed
BSE,BSE,Exchange and Data Platform,,failed
Indian Energy Ex,IEX,Exchange and Data Platform,,failed
Multi Comm. Exc.,MCX,Exchange and Data Platform,,failed
Beezaasan Exp.,BEEZAASAN,Explosives,,failed
GOCL Corpn.,GOCLCORP,Explosives,,failed
Prem. Explosives,PREMEXPLN,Explosives,,failed
Solar Industries,SOLARINDS,Explosives,,failed
Chrome Silicon,ICON,Ferro & Silica Manganese,,failed
Indsil Hydro,INDSILHYD,Ferro & Silica Manganese,,failed
Nagpur Power,EMPOWER,Ferro & Silica Manganese,,failed
Facor Alloys,FACORALL,Ferro & Silica Manganese,,failed
Nilachal Carbo,PANCARBON,Ferro & Silica Manganese,,failed
Indian Metals,IMFA,Ferro & Silica Manganese,,failed
Impex Ferro Tech,IMPEXFERRO,Ferro & Silica Manganese,,failed
Jainam Ferro,JAINAM,Ferro & Silica Manganese,,failed
Maithan Alloys,MAITHANALL,Ferro & Silica Manganese,,failed
Owais Metal,OWAIS,Ferro & Silica Manganese,,failed
QVC Exports,QVCEL,Ferro & Silica Manganese,,failed
Shyam Century,SHYAMCENT,Ferro & Silica Manganese,,failed
Visa Steel,VISASTEEL,Ferro & Silica Manganese,,failed
Kothari Indl,SHINDL,Fertilizers,,failed
Teesta Agro Ind.,CIANAGRO,Fertilizers,,failed
Basant Agro Tech,CIANAGRO,Fertilizers,,failed
Bharat Agri Fert,BHARATAGRI,Fertilizers,,failed
Agro Phos India,AGROPHOS,Fertilizers,,failed
Anya Polytech &,ANYA,Fertilizers,,failed
Aries Agro,ARIES,Fertilizers,,failed
Balaji Phos.,BALAJIPHOS,Fertilizers,,failed
Chambal Fert.,CHAMBLFERT,Fertilizers,,failed
Coromandel Inter,COROMANDEL,Fertilizers,,failed
F A C T,FACT,Fertilizers,,failed
G S F C,GSFC,Fertilizers,,failed
Khaitan Chemical,KHAICHEM,Fertilizers,,failed
Sahasra Electro.,SAHASRA,Other Industrial Products,,failed
Shubhshree Bio.,SHUBHSHREE,Other Industrial Products,,failed
Subros,SUBROS,Other Industrial Products,,failed
Tankup Engi.,TANKUP,Other Industrial Products,,failed
Vilas Transcore,VILAS,Other Industrial Products,,failed
Nettlinx,NETTLINX,Other Telecom Services,,failed
Accord Synergy,ACCORD,Other Telecom Services,,failed
GTL,GTL,Other Telecom Services,,failed
Megasoft,MEGASOFT,Other Telecom Services,,failed
Railtel Corpn.,RAILTEL,Other Telecom Services,,failed
Route Mobile,ROUTE,Other Telecom Services,,failed
STL Networks,STLNETWORK,Other Telecom Services,,failed
Uniinfo Telecom,UNIINFO,Other Telecom Services,,failed
Vivo Collaborat.,VIVO,Other Telecom Services,,failed
Aayush Art,AAYUSHBULL,Other Textile Products,,failed
Alok Industries,ALOKINDS,Other Textile Products,,failed
AYM Syntex,AYMSYNTEX,Other Textile Products,,failed
Bombay Dyeing,BOMDYEING,Other Textile Products,,failed
Faze Three,FAZE3Q,Other Textile Products,,failed
Filatex India,FILATEX,Other Textile Products,,failed
Ganesha Ecosphe.,GANECOS,Other Textile Products,,failed
Garware Tech.,GARFIBRES,Other Textile Products,,failed
Himatsing. Seide,HIMATSEIDE,Other Textile Products,,failed
Indo Count Inds.,ICIL,Other Textile Products,,failed
Indo Rama Synth.,INDORAMA,Other Textile Products,,failed
Jindal Worldwide,JINDWORLD,Other Textile Products,,failed
K P R Mill Ltd,KPRMILL,Other Textile Products,,failed
Nitin Spinners,NITINSPIN,Other Textile Products,,failed
Pashupati Cotsp.,PASHUPATI,Other Textile Products,,failed
Raj Rayon Inds.,RAJRILTD,Other Textile Products,,failed
Raymond Lifestyl,RAYMONDLSL,Other Textile Products,,failed
Sanathan Textile,SANATHAN,Other Textile Products,,failed
Sangam India,SANGAMIND,Other Textile Products,,failed
Siyaram Silk,SIYSIL,Other Textile Products,,failed
Sportking India,SPORTKING,Other Textile Products,,failed
Sumeet Industrie,SUMEETINDS,Other Textile Products,,failed
Trident,TRIDENT,Other Textile Products,,failed
Vardhman Textile,VTL,Other Textile Products,,failed
Welspun Living,WELSPUNLIV,Other Textile Products,,failed
Galaxy Cloud,BLUECLOUDS,Packaged Foods,,failed
Bambino Agro Ind,CIANAGRO,Packaged Foods,,failed
Lotus Chocolate,LOTUSCHO,Packaged Foods,,failed
Sampre Nutrition,SAMPRE,Packaged Foods,,failed
Sumuka Agro,CIANAGRO,Packaged Foods,,failed
Aayush Wellness,AAYUSHBULL,Packaged Foods,,failed
Mishtann Foods,MISHTANN,Packaged Foods,,failed
Tanvi Foods,ANJANIFOODS,Packaged Foods,,failed
Aveer Foods,AVEER,Packaged Foods,,failed
Chatha Foods,CHATHA,Packaged Foods,,failed
ADF Foods,ADFFOODS,Packaged Foods,,failed
Annapurna Swadi.,ANNAPURNA,Packaged Foods,,failed
Bombay Burmah,BBTC,Packaged Foods,,failed
Mrs Bectors,BECTORFOOD,Packaged Foods,,failed
Bikaji Foods,BIKAJI,Packaged Foods,,failed
Britannia Inds.,BRITANNIA,Packaged Foods,,failed
Prataap Snacks,DIAMONDYD,Packaged Foods,,failed
Euro India Fresh,EIFFL,Packaged Foods,,failed
Foods & Inns,FOODSIN,Packaged Foods,,failed
Ganesh Consumer,GANESHCP,Packaged Foods,,failed
Gopal Snacks,GOPAL,Packaged Foods,,failed
Nestle India,NESTLEIND,Packaged Foods,,failed
Palash Securi.,PALASHSECU,Packaged Foods,,failed
Tasty Bite Eat.,TASTYBITE,Packaged Foods,,failed
Zydus Wellness,ZYDUSWELL,Packaged Foods,,failed
Sh. Jagdamba Pol,SWADPOL,Packaging,,failed
Haldyn Glass,HALDYNGL,Packaging,,failed
Cropster Agro,CIANAGRO,Packaging,,failed
AGI Greenpac,AGI,Packaging,,failed
Arrow Greentech,ARROWGREEN,Packaging,,failed
Shree TirupatiBa,BALAJEE,Packaging,,failed
B&B Triplewall,BBTCL,Packaging,,failed
Commerl. Synbags,COMSYN,Packaging,,failed
Cool Caps,COOLCAPS,Packaging,,failed
Cosmo First,COSMOFIRST,Packaging,,failed
EPL Ltd,EPL,Packaging,,failed
Ester Industries,ESTER,Packaging,,failed
Huhtamaki India,HUHTAMAKI,Packaging,,failed
Jindal Poly Film,JINDALPOLY,Packaging,,failed
Kanpur Plastipa.,KANPRPLA,Packaging,,failed
Mold-Tek Pack.,MOLDTKPAC,Packaging,,failed
Nahar Poly,NAHARPOLY,Packaging,,failed
Oricon Enterpris,ORICONENT,Packaging,,failed
Polyplex Corpn,POLYPLEX,Packaging,,failed
Pyramid Technopl,PYRAMID,Packaging,,failed
Sh. Rama Multi.,SHREERAMA,Packaging,,failed
TCPL Packaging,TCPLPACK,Packaging,,failed
TPL Plastech,TPLPLASTEH,Packaging,,failed
Uflex,UFLEX,Packaging,,failed
XPRO India,XPROINDIA,Packaging,,failed
Retina Paints,RETINA,Paints,,failed
Akzo Nobel,AKZOINDIA,Paints,,failed
Asian Paints,ASIANPAINT,Paints,,failed
Berger Paints,BERGEPAINT,Paints,,failed
Indigo Paints,INDIGOPNTS,Paints,,failed
Kamdhenu Venture,KAMOPAINTS,Paints,,failed
Kansai Nerolac,KANSAINER,Paints,,failed
Shalimar Paints,SHALPAINTS,Paints,,failed
Siddhika Coatins,SIDDHIKA,Paints,,failed
Sirca Paints,SIRCA,Paints,,failed
Nath Industries,NATHIND,Paper & Paper Products,,failed
S I Paper Mills,BINNYMILLS,Paper & Paper Products,,failed
Sh. Ajit Pulp,JAGAJITIND,Paper & Paper Products,,failed
Aaradhya Dis.,AARADHYA,Paper & Paper Products,,failed
A B Real Estate,ABREL,Paper & Paper Products,,failed
Andhra Paper,ANDHRAPAP,Paper & Paper Products,,failed
Emami Paper,EMAMIPAP,Paper & Paper Products,,failed
Genus Paper & Bo,GENUSPAPER,Paper & Paper Products,,failed
JK Paper,JKPAPER,Paper & Paper Products,,failed
Kuantum Papers,KUANTUM,Paper & Paper Products,,failed
Magnum Ventures,MAGNUM,Paper & Paper Products,,failed
Nikita Papers,NIKITA,Paper & Paper Products,,failed
N R Agarwal Inds,NRAIL,Paper & Paper Products,,failed
Orient Paper,ORIENTPPR,Paper & Paper Products,,failed
Pakka,PAKKA,Paper & Paper Products,,failed
Pudumjee Paper,PDMJEPAPER,Paper & Paper Products,,failed
Almondz Global,ALMONDZ,Stockbroking & Allied,,failed
Angel One,ANGELONE,Stockbroking & Allied,,failed
Arihant Capital,ARIHANTCAP,Stockbroking & Allied,,failed
Anand Rathi Shar,ARSSBL,Stockbroking & Allied,,failed
Adit.Birla Money,BIRLAMONEY,Stockbroking & Allied,,failed
Dam Capital Advi,DAMCAPITAL,Stockbroking & Allied,,failed
Dolat Algotech,DOLATALGO,Stockbroking & Allied,,failed
Emk.Global Fin.,EMKAY,Stockbroking & Allied,,failed
Geojit Fin. Ser.,GEOJITFSL,Stockbroking & Allied,,failed
IIFL Capital,IIFLCAPS,Stockbroking & Allied,,failed
Indo Thai Sec.,INDOTHAI,Stockbroking & Allied,,failed
Keynote Finan.,KEYFINSERV,Stockbroking & Allied,,failed
Master Trust,MASTERTR,Stockbroking & Allied,,failed
Monarch Networth,MONARCH,Stockbroking & Allied,,failed
Motil.Oswal.Fin.,MOTILALOFS,Stockbroking & Allied,,failed
Nuvama Wealth,NUVAMA,Stockbroking & Allied,,failed
Share India Sec.,SHAREINDIA,Stockbroking & Allied,,failed
SMC Global Sec.,SMCGLOBAL,Stockbroking & Allied,,failed
Indian Sucrose,INDIANACRY,Sugar,,failed
Avadh Sugar,AVADHSUGAR,Sugar,,failed
Bajaj Hindusthan,BAJAJHIND,Sugar,,failed
Balrampur Chini,BALRAMCHIN,Sugar,,failed
Bannari Amm.Sug.,BANARISUG,Sugar,,failed
Dalmia Bharat,DALMIASUG,Sugar,,failed
Dhampur Bio,DBOL,Sugar,,failed
DCM Shriram Inds,DCMSRIND,Sugar,,failed
Dhampur Sugar,DHAMPURSUG,Sugar,,failed
Dwarikesh Sugar,DWARKESH,Sugar,,failed
KCP Sugar &Inds.,KCPSUGIND,Sugar,,failed
KM Sugar Mills,KMSUGAR,Sugar,,failed
Kothari Sugars,KOTARISUG,Sugar,,failed
Magadh Sugar,MAGADSUGAR,Sugar,,failed
Mawana Sugars,MAWANASUG,Sugar,,failed
M.V.K. Agro,MVKAGRO,Sugar,,failed
Ponni Sug.Erode,PONNIERODE,Sugar,,failed
Rana Sugars,RANASUG,Sugar,,failed
Sh.Renuka Sugar,RENUKA,Sugar,,failed
Sakthi Sugars,SAKHTISUG,Sugar,,failed
Triven.Engg.Ind.,TRIVENI,Sugar,,failed
Ugar Sugar Works,UGARSUGAR,Sugar,,failed
Uttam Sug.Mills,UTTAMSUGAR,Sugar,,failed
Vishwaraj Sugar,VISHWARAJ,Sugar,,failed
Zuari Industries,ZUARIIND,Sugar,,failed
Hathway Bhawani,HATHWAYB,TV Broadcasting & Software Production,,failed
Perfect-Octave,OCTAVE,TV Broadcasting & Software Production,,failed
Sea TV Network,SEATV,TV Broadcasting & Software Production,,failed
Colorchips New,REFEXRENEW,TV Broadcasting & Software Production,,failed
Crystal Business,STAL,TV Broadcasting & Software Production,,failed
BAG Films,BAGFILMS,TV Broadcasting & Software Production,,failed
Den Networks,DEN,TV Broadcasting & Software Production,,failed
Dish TV India,DISHTV,TV Broadcasting & Software Production,,failed
GTPL Hathway,GTPL,TV Broadcasting & Software Production,,failed
Hathway Cable,HATHWAY,TV Broadcasting & Software Production,,failed
NDTV,NDTV,TV Broadcasting & Software Production,,failed
Ortel Commu.,ORTEL,TV Broadcasting & Software Production,,failed
Raj Television,RAJTV,TV Broadcasting & Software Production,,failed
Sri Adhik. Bros.,SABTNL,TV Broadcasting & Software Production,,failed
Siti Networks,SITINET,TV Broadcasting & Software Production,,failed
Sun TV Network,SUNTV,TV Broadcasting & Software Production,,failed
T.V. Today Netw.,TVTODAY,TV Broadcasting & Software Production,,failed
TV Vision,TVVISION,TV Broadcasting & Software Production,,failed
Zee Entertainmen,ZEEL,TV Broadcasting & Software Production,,failed
Zee Media,ZEEMEDIA,TV Broadcasting & Software Production,,failed
Goodricke Group,GOODRICKE,Tea & Coffee,,failed
B & A,BENGALASM,Tea & Coffee,,failed
Warren Tea,WARRENTEA,Tea & Coffee,,failed
Neelamalai Agro,CIANAGRO,Tea & Coffee,,failed
Tyroon Tea Co.,ABATEAS,Tea & Coffee,,failed
Terai Tea Co,KANCOTEA,Tea & Coffee,,failed
Diana Tea Co,DIANATEA,Tea & Coffee,,failed
Shri Vasuprada,SHRIGANG,Tea & Coffee,,failed
James Warren Tea,JAMESWARREN,Tea & Coffee,,failed
Kanco Tea,KANCOTEA,Tea & Coffee,,failed
Indong Tea Co,KANCOTEA,Tea & Coffee,,failed
Andrew Yule & Co,ANDREWYU,Tea & Coffee,,failed
CCL Products,CCL,Tea & Coffee,,failed
Dhunseri Tea,DTIL,Tea & Coffee,,failed
Ganges Securitie,GANGESSECU,Tea & Coffee,,failed
Gillanders Arbut,GILLANDERS,Tea & Coffee,,failed
Grob Tea Co,GROBTEA,Tea & Coffee,,failed
