stock_name,symbol,industry,url
BLS E-Services,BLSE,IT Enabled Services,https://www.screener.in/company/BLSE/consolidated/
IZMO,IZMO,IT Enabled Services,https://www.screener.in/company/IZMO/consolidated/
Ivalue Infosolut,IVALUE,IT Enabled Services,https://www.screener.in/company/IVALUE/
Gloster Ltd,GLOSTERLTD,Jute & Jute Products,https://www.screener.in/company/GLOSTERLTD/consolidated/
Cheviot Company,CHEVIOT,Jute & Jute Products,https://www.screener.in/company/CHEVIOT/
Ludlow Jute,526179,Jute & Jute Products,https://www.screener.in/company/526179/
AI Champ.Inds.,532806,Jute & Jute Products,https://www.screener.in/company/532806/
Bangalore Fort,539120,Jute & Jute Products,https://www.screener.in/company/539120/
Mayur Uniquoters,MAYURUNIQ,Leather And Leather Products,https://www.screener.in/company/MAYURUNIQ/
Bhartiya Intl.,BIL,Leather And Leather Products,https://www.screener.in/company/BIL/consolidated/
Mirza Internatio,MIRZAINT,Leather And Leather Products,https://www.screener.in/company/MIRZAINT/
Anka India,531673,Leather And Leather Products,https://www.screener.in/company/531673/
Superhouse Ltd,SUPERHOUSE,Leather And Leather Products,https://www.screener.in/company/SUPERHOUSE/consolidated/
Zenith Exports,ZENITHEXPO,Leather And Leather Products,https://www.screener.in/company/ZENITHEXPO/
AKI India,AKI,Leather And Leather Products,https://www.screener.in/company/AKI/consolidated/
Super Tannery,523842,Leather And Leather Products,https://www.screener.in/company/523842/consolidated/
Amin Tannery,541771,Leather And Leather Products,https://www.screener.in/company/541771/
NB Footwear,523242,Leather And Leather Products,https://www.screener.in/company/523242/
OK Play India,526415,Leisure Products,https://www.screener.in/company/526415/consolidated/
COSCO (India),530545,Leisure Products,https://www.screener.in/company/530545/
Archies,ARCHIES,Leisure Products,https://www.screener.in/company/ARCHIES/
Olympic Cards,534190,Leisure Products,https://www.screener.in/company/534190/
Life Insurance,LICI,Life Insurance,https://www.screener.in/company/LICI/consolidated/
SBI Life Insuran,SBILIFE,Life Insurance,https://www.screener.in/company/SBILIFE/
HDFC Life Insur.,HDFCLIFE,Life Insurance,https://www.screener.in/company/HDFCLIFE/consolidated/
ICICI Pru Life,ICICIPRULI,Life Insurance,https://www.screener.in/company/ICICIPRULI/consolidated/
Max Financial,MFSL,Life Insurance,https://www.screener.in/company/MFSL/consolidated/
Container Corpn.,CONCOR,Logistics Solution Provider,https://www.screener.in/company/CONCOR/consolidated/
Delhivery,DELHIVERY,Logistics Solution Provider,https://www.screener.in/company/DELHIVERY/consolidated/
Blue Dart Expres,BLUEDART,Logistics Solution Provider,https://www.screener.in/company/BLUEDART/consolidated/
Transport Corp.,TCI,Logistics Solution Provider,https://www.screener.in/company/TCI/consolidated/
TVS Supply,TVSSCS,Logistics Solution Provider,https://www.screener.in/company/TVSSCS/consolidated/
VRL Logistics,VRLLOG,Logistics Solution Provider,https://www.screener.in/company/VRLLOG/
Sindhu Trade,SINDHUTRAD,Logistics Solution Provider,https://www.screener.in/company/SINDHUTRAD/consolidated/
Mahindra Logis.,MAHLOG,Logistics Solution Provider,https://www.screener.in/company/MAHLOG/consolidated/
Allcargo Logist.,ALLCARGO,Logistics Solution Provider,https://www.screener.in/company/ALLCARGO/consolidated/
Gateway Distri,GATEWAY,Logistics Solution Provider,https://www.screener.in/company/GATEWAY/consolidated/
TCI Express,TCIEXP,Logistics Solution Provider,https://www.screener.in/company/TCIEXP/
Afcom Holdings,544224,Logistics Solution Provider,https://www.screener.in/company/544224/
Navkar Corporat.,NAVKARCORP,Logistics Solution Provider,https://www.screener.in/company/NAVKARCORP/
Rel. Indl. Infra,RIIL,Logistics Solution Provider,https://www.screener.in/company/RIIL/consolidated/
Western Carriers,WCIL,Logistics Solution Provider,https://www.screener.in/company/WCIL/consolidated/
Shree Vasu Logis,SVLL,Logistics Solution Provider,https://www.screener.in/company/SVLL/
Snowman Logistic,SNOWMAN,Logistics Solution Provider,https://www.screener.in/company/SNOWMAN/
Allcargo Gati,ACLGATI,Logistics Solution Provider,https://www.screener.in/company/ACLGATI/consolidated/
TransIndia Real,TREL,Logistics Solution Provider,https://www.screener.in/company/TREL/consolidated/
Ritco Logistics,RITCO,Logistics Solution Provider,https://www.screener.in/company/RITCO/
Tejas Cargo,TEJASCARGO,Logistics Solution Provider,https://www.screener.in/company/TEJASCARGO/
Sical Logistics,SICALLOG,Logistics Solution Provider,https://www.screener.in/company/SICALLOG/consolidated/
S J Logistics (I,SJLOGISTIC,Logistics Solution Provider,https://www.screener.in/company/SJLOGISTIC/consolidated/
Tiger Logistics,TIGERLOGS,Logistics Solution Provider,https://www.screener.in/company/TIGERLOGS/
Globe Intl. Car.,GICL,Logistics Solution Provider,https://www.screener.in/company/GICL/
Adani Total Gas,ATGL,LPG/CNG/PNG/LNG Supplier,https://www.screener.in/company/ATGL/consolidated/
Petronet LNG,PETRONET,LPG/CNG/PNG/LNG Supplier,https://www.screener.in/company/PETRONET/consolidated/
Gujarat Gas,GUJGASLTD,LPG/CNG/PNG/LNG Supplier,https://www.screener.in/company/GUJGASLTD/consolidated/
Indraprastha Gas,IGL,LPG/CNG/PNG/LNG Supplier,https://www.screener.in/company/IGL/consolidated/
Mahanagar Gas,MGL,LPG/CNG/PNG/LNG Supplier,https://www.screener.in/company/MGL/
Confidence Petro,CONFIPET,LPG/CNG/PNG/LNG Supplier,https://www.screener.in/company/CONFIPET/consolidated/
IRM Energy,IRMENERGY,LPG/CNG/PNG/LNG Supplier,https://www.screener.in/company/IRMENERGY/consolidated/
Kotyark Indust.,KOTYARK,LPG/CNG/PNG/LNG Supplier,https://www.screener.in/company/KOTYARK/
Castrol India,CASTROLIND,Lubricants,https://www.screener.in/company/CASTROLIND/
Gulf Oil Lubric.,GULFOILLUB,Lubricants,https://www.screener.in/company/GULFOILLUB/
Veedol Corporat,VEEDOL,Lubricants,https://www.screener.in/company/VEEDOL/consolidated/
Savita Oil Tech,SOTL,Lubricants,https://www.screener.in/company/SOTL/
Panama Petrochem,PANAMAPET,Lubricants,https://www.screener.in/company/PANAMAPET/consolidated/
Gandhar Oil Ref.,GANDHAR,Lubricants,https://www.screener.in/company/GANDHAR/consolidated/
GP Petroleums,GULFPETRO,Lubricants,https://www.screener.in/company/GULFPETRO/
Greenhitech Ven.,544163,Lubricants,https://www.screener.in/company/544163/
Arabian Petrol.,ARABIAN,Lubricants,https://www.screener.in/company/ARABIAN/
Venky's (India),VENKEYS,Meat Products including Poultry,https://www.screener.in/company/VENKEYS/
HMA Agro Inds.,HMAAGRO,Meat Products including Poultry,https://www.screener.in/company/HMAAGRO/consolidated/
SKM Egg Prod.,SKMEGGPROD,Meat Products including Poultry,https://www.screener.in/company/SKMEGGPROD/consolidated/
Ovobel Foods,530741,Meat Products including Poultry,https://www.screener.in/company/530741/
Simran Farms,519566,Meat Products including Poultry,https://www.screener.in/company/519566/consolidated/
Saregama India,SAREGAMA,Media & Entertainment,https://www.screener.in/company/SAREGAMA/consolidated/
Netwrk.18 Media,NETWORK18,Media & Entertainment,https://www.screener.in/company/NETWORK18/consolidated/
Tips Music,TIPSMUSIC,Media & Entertainment,https://www.screener.in/company/TIPSMUSIC/
Prime Focus,PFOCUS,Media & Entertainment,https://www.screener.in/company/PFOCUS/consolidated/
Balaji Telefilms,BALAJITELE,Media & Entertainment,https://www.screener.in/company/BALAJITELE/consolidated/
Basilic Fly Stud,BASILIC,Media & Entertainment,https://www.screener.in/company/BASILIC/consolidated/
Ent.Network,ENIL,Media & Entertainment,https://www.screener.in/company/ENIL/consolidated/
Phantom Digital,PHANTOMFX,Media & Entertainment,https://www.screener.in/company/PHANTOMFX/
Gretex Industrie,GRETEX,Media & Entertainment,https://www.screener.in/company/GRETEX/
Shemaroo Entert.,SHEMAROO,Media & Entertainment,https://www.screener.in/company/SHEMAROO/consolidated/
Music Broadcast,RADIOCITY,Media & Entertainment,https://www.screener.in/company/RADIOCITY/
Bluegod Enterta.,539175,Media & Entertainment,https://www.screener.in/company/539175/
Maxposure,MAXPOSURE,Media & Entertainment,https://www.screener.in/company/MAXPOSURE/
Cinevista,CINEVISTA,Media & Entertainment,https://www.screener.in/company/CINEVISTA/consolidated/
Studio LSD,STUDIOLSD,Media & Entertainment,https://www.screener.in/company/STUDIOLSD/
Digikore Studios,DIGIKORE,Media & Entertainment,https://www.screener.in/company/DIGIKORE/
Identical Brains,IDENTICAL,Media & Entertainment,https://www.screener.in/company/IDENTICAL/
Shalimar Prod.,512499,Media & Entertainment,https://www.screener.in/company/512499/
Radiowalla,RADIOWALLA,Media & Entertainment,https://www.screener.in/company/RADIOWALLA/consolidated/
Next Mediaworks,NEXTMEDIA,Media & Entertainment,https://www.screener.in/company/NEXTMEDIA/consolidated/
Inspire Films,INSPIRE,Media & Entertainment,https://www.screener.in/company/INSPIRE/
Radaan Media.,RADAAN,Media & Entertainment,https://www.screener.in/company/RADAAN/consolidated/
Silly Monks,SILLYMONKS,Media & Entertainment,https://www.screener.in/company/SILLYMONKS/consolidated/
Creative Eye,CREATIVEYE,Media & Entertainment,https://www.screener.in/company/CREATIVEYE/
Poly Medicure,POLYMED,Medical Equipment & Supplies,https://www.screener.in/company/POLYMED/consolidated/
Fischer Medical,FISCHER,Medical Equipment & Supplies,https://www.screener.in/company/FISCHER/consolidated/
Laxmi Dental,LAXMIDENTL,Medical Equipment & Supplies,https://www.screener.in/company/LAXMIDENTL/consolidated/
Tarsons Products,TARSONS,Medical Equipment & Supplies,https://www.screener.in/company/TARSONS/consolidated/
Vasa Denticity,DENTALKART,Medical Equipment & Supplies,https://www.screener.in/company/DENTALKART/
OSEL Devices,OSELDEVICE,Medical Equipment & Supplies,https://www.screener.in/company/OSELDEVICE/
Prevest Denpro,543363,Medical Equipment & Supplies,https://www.screener.in/company/543363/
Aprameya Enginee,APRAMEYA,Medical Equipment & Supplies,https://www.screener.in/company/APRAMEYA/
Hemant Surgical,543916,Medical Equipment & Supplies,https://www.screener.in/company/543916/
Vaidya Sane,MADHAVBAUG,Medical Equipment & Supplies,https://www.screener.in/company/MADHAVBAUG/consolidated/
Nureca,NURECA,Medical Equipment & Supplies,https://www.screener.in/company/NURECA/consolidated/
QMS Medical,QMSMEDI,Medical Equipment & Supplies,https://www.screener.in/company/QMSMEDI/consolidated/
Royal Sense,544143,Medical Equipment & Supplies,https://www.screener.in/company/544143/consolidated/
Mohini Health,MHHL,Medical Equipment & Supplies,https://www.screener.in/company/MHHL/
Shree Pacetronix,527005,Medical Equipment & Supplies,https://www.screener.in/company/527005/consolidated/
Choksi Asia,530427,Medical Equipment & Supplies,https://www.screener.in/company/530427/
KMS Medisurgi,540468,Medical Equipment & Supplies,https://www.screener.in/company/540468/
Amkay Products,544169,Medical Equipment & Supplies,https://www.screener.in/company/544169/
Galaxy Medicare,GML,Medical Equipment & Supplies,https://www.screener.in/company/GML/
Centenial Surgic,531380,Medical Equipment & Supplies,https://www.screener.in/company/531380/
GKB Ophthalmics,533212,Medical Equipment & Supplies,https://www.screener.in/company/533212/consolidated/
Transpact Enter.,542765,Medical Equipment & Supplies,https://www.screener.in/company/542765/
CreditAcc. Gram.,CREDITACC,Microfinance Institutions,https://www.screener.in/company/CREDITACC/
Muthoot Microfin,MUTHOOTMF,Microfinance Institutions,https://www.screener.in/company/MUTHOOTMF/
Fusion Finance,FUSION,Microfinance Institutions,https://www.screener.in/company/FUSION/
Spandana Sphoort,SPANDANA,Microfinance Institutions,https://www.screener.in/company/SPANDANA/
Satin Creditcare,SATIN,Microfinance Institutions,https://www.screener.in/company/SATIN/
Rajesh Power,544291,Multi Utilities,https://www.screener.in/company/544291/
Bajaj Finance,BAJFINANCE,Non Banking Financial Company (NBFC),https://www.screener.in/company/BAJFINANCE/consolidated/
Cholaman.Inv.&Fn,CHOLAFIN,Non Banking Financial Company (NBFC),https://www.screener.in/company/CHOLAFIN/consolidated/
Muthoot Finance,MUTHOOTFIN,Non Banking Financial Company (NBFC),https://www.screener.in/company/MUTHOOTFIN/consolidated/
Shriram Finance,SHRIRAMFIN,Non Banking Financial Company (NBFC),https://www.screener.in/company/SHRIRAMFIN/consolidated/
SBI Cards,SBICARD,Non Banking Financial Company (NBFC),https://www.screener.in/company/SBICARD/
L&T Finance Ltd,LTF,Non Banking Financial Company (NBFC),https://www.screener.in/company/LTF/consolidated/
HDB FINANC SER,HDBFS,Non Banking Financial Company (NBFC),https://www.screener.in/company/HDBFS/
Authum Invest,AIIL,Non Banking Financial Company (NBFC),https://www.screener.in/company/AIIL/
Sundaram Finance,SUNDARMFIN,Non Banking Financial Company (NBFC),https://www.screener.in/company/SUNDARMFIN/consolidated/
Poonawalla Fin,POONAWALLA,Non Banking Financial Company (NBFC),https://www.screener.in/company/POONAWALLA/consolidated/
M & M Fin. Serv.,M&MFIN,Non Banking Financial Company (NBFC),https://www.screener.in/company/M&MFIN/consolidated/
Piramal Enterp.,PEL,Non Banking Financial Company (NBFC),https://www.screener.in/company/PEL/consolidated/
Manappuram Fin.,MANAPPURAM,Non Banking Financial Company (NBFC),https://www.screener.in/company/MANAPPURAM/consolidated/
IIFL Finance,IIFL,Non Banking Financial Company (NBFC),https://www.screener.in/company/IIFL/consolidated/
Capri Global,CGCL,Non Banking Financial Company (NBFC),https://www.screener.in/company/CGCL/consolidated/
Five-Star Bus.Fi,FIVESTAR,Non Banking Financial Company (NBFC),https://www.screener.in/company/FIVESTAR/
SBFC Finance,SBFC,Non Banking Financial Company (NBFC),https://www.screener.in/company/SBFC/
Bengal & Assam,533095,Non Banking Financial Company (NBFC),https://www.screener.in/company/533095/consolidated/
Fedbank Financi.,FEDFINA,Non Banking Financial Company (NBFC),https://www.screener.in/company/FEDFINA/
MAS FINANC SER,MASFIN,Non Banking Financial Company (NBFC),https://www.screener.in/company/MASFIN/consolidated/
Northern ARC,NORTHARC,Non Banking Financial Company (NBFC),https://www.screener.in/company/NORTHARC/consolidated/
Indostar Capital,INDOSTAR,Non Banking Financial Company (NBFC),https://www.screener.in/company/INDOSTAR/consolidated/
Paisalo Digital,PAISALO,Non Banking Financial Company (NBFC),https://www.screener.in/company/PAISALO/consolidated/
PTC India Fin,PFS,Non Banking Financial Company (NBFC),https://www.screener.in/company/PFS/
Ugro Capital,UGROCAP,Non Banking Financial Company (NBFC),https://www.screener.in/company/UGROCAP/
Jindal Drilling,JINDRILL,Offshore Support Solution Drilling,https://www.screener.in/company/JINDRILL/consolidated/
Dolphin Offshore,DOLPHIN,Offshore Support Solution Drilling,https://www.screener.in/company/DOLPHIN/consolidated/
Aban Offshore,ABAN,Offshore Support Solution Drilling,https://www.screener.in/company/ABAN/consolidated/
Alphageo (India),ALPHAGEO,Offshore Support Solution Drilling,https://www.screener.in/company/ALPHAGEO/consolidated/
Aakash Explor.,AAKASH,Offshore Support Solution Drilling,https://www.screener.in/company/AAKASH/
Deep Industries,DEEPINDS,Oil Equipment & Services,https://www.screener.in/company/DEEPINDS/consolidated/
Asian Energy,ASIANENE,Oil Equipment & Services,https://www.screener.in/company/ASIANENE/consolidated/
Oil Country,OILCOUNTUB,Oil Equipment & Services,https://www.screener.in/company/OILCOUNTUB/
DHP India,531306,Oil Equipment & Services,https://www.screener.in/company/531306/
Duke Offshore,531471,Oil Equipment & Services,https://www.screener.in/company/531471/
O N G C,ONGC,Oil Exploration & Production,https://www.screener.in/company/ONGC/consolidated/
Oil India,OIL,Oil Exploration & Production,https://www.screener.in/company/OIL/consolidated/
Prabha Energy,PRABHA,Oil Exploration & Production,https://www.screener.in/company/PRABHA/consolidated/
Hind.Oil Explor.,HINDOILEXP,Oil Exploration & Production,https://www.screener.in/company/HINDOILEXP/consolidated/
Guj.Nat.Resour.,513536,Oil Exploration & Production,https://www.screener.in/company/513536/consolidated/
Antelopus Selan,ANTELOPUS,Oil Exploration & Production,https://www.screener.in/company/ANTELOPUS/
Aegis Vopak Term,AEGISVOPAK,Oil Storage & Transportation,https://www.screener.in/company/AEGISVOPAK/consolidated/
Ganesh Benzopl.,GANESHBE,Oil Storage & Transportation,https://www.screener.in/company/GANESHBE/consolidated/
Repono,544463,Oil Storage & Transportation,https://www.screener.in/company/544463/
L T Foods,LTFOODS,Other Agricultural Products,https://www.screener.in/company/LTFOODS/consolidated/
KRBL,KRBL,Other Agricultural Products,https://www.screener.in/company/KRBL/consolidated/
Kaveri Seed Co.,KSCL,Other Agricultural Products,https://www.screener.in/company/KSCL/consolidated/
Guj. Ambuja Exp,GAEL,Other Agricultural Products,https://www.screener.in/company/GAEL/consolidated/
GRM Overseas,GRMOVER,Other Agricultural Products,https://www.screener.in/company/GRMOVER/consolidated/
Sanstar,SANSTAR,Other Agricultural Products,https://www.screener.in/company/SANSTAR/
Bombay Super Hyb,BSHSL,Other Agricultural Products,https://www.screener.in/company/BSHSL/
Chamanlal Setia,CLSEL,Other Agricultural Products,https://www.screener.in/company/CLSEL/
AVT Natural Prod,AVTNPL,Other Agricultural Products,https://www.screener.in/company/AVTNPL/consolidated/
Regaal Resources,REGAAL,Other Agricultural Products,https://www.screener.in/company/REGAAL/
Gulshan Polyols,GULPOLY,Other Agricultural Products,https://www.screener.in/company/GULPOLY/
Sarveshwar Foods,SARVESHWAR,Other Agricultural Products,https://www.screener.in/company/SARVESHWAR/consolidated/
Mangalam Global,MGEL,Other Agricultural Products,https://www.screener.in/company/MGEL/consolidated/
Modi Naturals,519003,Other Agricultural Products,https://www.screener.in/company/519003/consolidated/
Sukhjit Starch,SUKHJITS,Other Agricultural Products,https://www.screener.in/company/SUKHJITS/consolidated/
Prime Fresh,540404,Other Agricultural Products,https://www.screener.in/company/540404/
Aelea Commoditi.,544213,Other Agricultural Products,https://www.screener.in/company/544213/consolidated/
Nath Bio-Genes,NATHBIOGEN,Other Agricultural Products,https://www.screener.in/company/NATHBIOGEN/
Indo US Bio-Tech,INDOUS,Other Agricultural Products,https://www.screener.in/company/INDOUS/
KCK Industries,KCK,Other Agricultural Products,https://www.screener.in/company/KCK/
Tierra Agrotech,543531,Other Agricultural Products,https://www.screener.in/company/543531/
Sawaliya Food,SAWALIYA,Other Agricultural Products,https://www.screener.in/company/SAWALIYA/
JK Agri Genetics,536493,Other Agricultural Products,https://www.screener.in/company/536493/consolidated/
Sayaji Industr,540728,Other Agricultural Products,https://www.screener.in/company/540728/
Upsurge Seeds,USASEEDS,Other Agricultural Products,https://www.screener.in/company/USASEEDS/
AU Small Finance,AUBANK,Other Bank,https://www.screener.in/company/AUBANK/
Ujjivan Small,UJJIVANSFB,Other Bank,https://www.screener.in/company/UJJIVANSFB/
Equitas Sma. Fin,EQUITASBNK,Other Bank,https://www.screener.in/company/EQUITASBNK/
Jana Small Finan,JSFB,Other Bank,https://www.screener.in/company/JSFB/
Fino Payments,FINOPB,Other Bank,https://www.screener.in/company/FINOPB/
Utkarsh Small F.,UTKARSHBNK,Other Bank,https://www.screener.in/company/UTKARSHBNK/
Suryoday Small,SURYODAY,Other Bank,https://www.screener.in/company/SURYODAY/
ESAF Small Fin,ESAFSFB,Other Bank,https://www.screener.in/company/ESAFSFB/
Capital Small,CAPITALSFB,Other Bank,https://www.screener.in/company/CAPITALSFB/
Varun Beverages,VBL,Other Beverages,https://www.screener.in/company/VBL/consolidated/
Valencia Nutrit.,542910,Other Beverages,https://www.screener.in/company/542910/
Orient Beverages,507690,Other Beverages,https://www.screener.in/company/507690/
ANS Industries,531406,Other Beverages,https://www.screener.in/company/531406/
Transglobe Foods,519367,Other Beverages,https://www.screener.in/company/519367/
Gretex Corporate,GCSL,Other Capital Market related Services,https://www.screener.in/company/GCSL/consolidated/
Quest Capital,500069,Other Capital Market related Services,https://www.screener.in/company/500069/
Mefcom Capital,531176,Other Capital Market related Services,https://www.screener.in/company/531176/consolidated/
21st Cent. Mgmt.,21STCENMGM,Other Capital Market related Services,https://www.screener.in/company/21STCENMGM/consolidated/
Interactive Fin,539692,Other Capital Market related Services,https://www.screener.in/company/539692/
Ramco Inds.,RAMCOIND,Other Construction Materials,https://www.screener.in/company/RAMCOIND/consolidated/
Midwest Gold,526570,Other Construction Materials,https://www.screener.in/company/526570/consolidated/
Arisinfra Solu.,ARISINFRA,Other Construction Materials,https://www.screener.in/company/ARISINFRA/consolidated/
Everest Inds.,EVERESTIND,Other Construction Materials,https://www.screener.in/company/EVERESTIND/consolidated/
Vishnusurya Pro.,VISHNUINFR,Other Construction Materials,https://www.screener.in/company/VISHNUINFR/
Marble City,531281,Other Construction Materials,https://www.screener.in/company/531281/consolidated/
Nidhi Granites,512103,Other Construction Materials,https://www.screener.in/company/512103/consolidated/
Sahyadri Industr,SAHYADRI,Other Construction Materials,https://www.screener.in/company/SAHYADRI/
Associated Cera.,531168,Other Construction Materials,https://www.screener.in/company/531168/
Divyashakti,526315,Other Construction Materials,https://www.screener.in/company/526315/
MCON Rasayan,MCON,Other Construction Materials,https://www.screener.in/company/MCON/
Lerthai Finance,502250,Other Construction Materials,https://www.screener.in/company/502250/
Ravi Leela Gran,526095,Other Construction Materials,https://www.screener.in/company/526095/
Inani Marbles,531129,Other Construction Materials,https://www.screener.in/company/531129/
Glittek Granites,513528,Other Construction Materials,https://www.screener.in/company/513528/
Jai Mata Glass,523467,Other Construction Materials,https://www.screener.in/company/523467/
Solid Stone Co,513699,Other Construction Materials,https://www.screener.in/company/513699/consolidated/
Triveni Glass,502281,Other Construction Materials,https://www.screener.in/company/502281/
Shiva Granito,540072,Other Construction Materials,https://www.screener.in/company/540072/
Milestone Global,531338,Other Construction Materials,https://www.screener.in/company/531338/consolidated/
Jain Marmo Inds,539119,Other Construction Materials,https://www.screener.in/company/539119/
Sashwat Technoc,506313,Other Construction Materials,https://www.screener.in/company/506313/
Neelkanth Rock,531049,Other Construction Materials,https://www.screener.in/company/531049/
Mayur Floorings,531221,Other Construction Materials,https://www.screener.in/company/531221/
SIS,SIS,Other Consumer Services,https://www.screener.in/company/SIS/consolidated/
Exhicon Events,543895,Other Consumer Services,https://www.screener.in/company/543895/consolidated/
E Factor Experie,EFACTOR,Other Consumer Services,https://www.screener.in/company/EFACTOR/consolidated/
Mach Conferences,544248,Other Consumer Services,https://www.screener.in/company/544248/
NIS Management,544495,Other Consumer Services,https://www.screener.in/company/544495/consolidated/
Touchwood Enter.,TOUCHWOOD,Other Consumer Services,https://www.screener.in/company/TOUCHWOOD/
Party Cruisers,PARTYCRUS,Other Consumer Services,https://www.screener.in/company/PARTYCRUS/
Blue Pebble,BLUEPEBBLE,Other Consumer Services,https://www.screener.in/company/BLUEPEBBLE/
Thinking Hats,THESL,Other Consumer Services,https://www.screener.in/company/THESL/
Waaree Energies,WAAREEENER,Other Electrical Equipment,https://www.screener.in/company/WAAREEENER/consolidated/
Premier Energies,PREMIERENE,Other Electrical Equipment,https://www.screener.in/company/PREMIERENE/consolidated/
Apar Inds.,APARINDS,Other Electrical Equipment,https://www.screener.in/company/APARINDS/consolidated/
Vikram Solar,VIKRAMSOLR,Other Electrical Equipment,https://www.screener.in/company/VIKRAMSOLR/consolidated/
Waaree Renewab.,WAAREERTL,Other Electrical Equipment,https://www.screener.in/company/WAAREERTL/
Genus Power,GENUSPOWER,Other Electrical Equipment,https://www.screener.in/company/GENUSPOWER/
Diamond Power,DIACABS,Other Electrical Equipment,https://www.screener.in/company/DIACABS/consolidated/
Avalon Tech,AVALON,Other Electrical Equipment,https://www.screener.in/company/AVALON/consolidated/
Saatvik Green,SAATVIKGL,Other Electrical Equipment,https://www.screener.in/company/SAATVIKGL/consolidated/
Oriana Power Ltd,ORIANA,Other Electrical Equipment,https://www.screener.in/company/ORIANA/consolidated/
Websol Energy,WEBELSOLAR,Other Electrical Equipment,https://www.screener.in/company/WEBELSOLAR/
Shilchar Tech.,531201,Other Electrical Equipment,https://www.screener.in/company/531201/
Bharat Bijlee,BBL,Other Electrical Equipment,https://www.screener.in/company/BBL/
Marsons,517467,Other Electrical Equipment,https://www.screener.in/company/517467/
Alpex Solar,ALPEXSOLAR,Other Electrical Equipment,https://www.screener.in/company/ALPEXSOLAR/consolidated/
Ravindra Energy,RELTD,Other Electrical Equipment,https://www.screener.in/company/RELTD/consolidated/
Ram Ratna Wires,RAMRAT,Other Electrical Equipment,https://www.screener.in/company/RAMRAT/consolidated/
Servotech Renew,SERVOTECH,Other Electrical Equipment,https://www.screener.in/company/SERVOTECH/consolidated/
RIR Power Electr,517035,Other Electrical Equipment,https://www.screener.in/company/517035/
Rishabh Instrum.,RISHABH,Other Electrical Equipment,https://www.screener.in/company/RISHABH/consolidated/
Salzer Electron.,SALZERELEC,Other Electrical Equipment,https://www.screener.in/company/SALZERELEC/
Yash Highvoltage,544310,Other Electrical Equipment,https://www.screener.in/company/544310/
Mangal Electrica,MEIL,Other Electrical Equipment,https://www.screener.in/company/MEIL/
Prostarm Info,PROSTARM,Other Electrical Equipment,https://www.screener.in/company/PROSTARM/
Spel Semiconduct,517166,Other Electrical Equipment,https://www.screener.in/company/517166/
CRISIL,CRISIL,Other Financial Services,https://www.screener.in/company/CRISIL/consolidated/
RRPSemiconductor,504346,Other Financial Services,https://www.screener.in/company/504346/
Dhani Services,DHANI,Other Financial Services,https://www.screener.in/company/DHANI/consolidated/
Colab Platforms,542866,Other Financial Services,https://www.screener.in/company/542866/consolidated/
Algoquant Fin,505725,Other Financial Services,https://www.screener.in/company/505725/
Centrum Capital,CENTRUM,Other Financial Services,https://www.screener.in/company/CENTRUM/consolidated/
Wealth First Por,WEALTH,Other Financial Services,https://www.screener.in/company/WEALTH/
Prime Securities,PRIMESECU,Other Financial Services,https://www.screener.in/company/PRIMESECU/consolidated/
LKP Finance,507912,Other Financial Services,https://www.screener.in/company/507912/consolidated/
RNFI Services,RNFI,Other Financial Services,https://www.screener.in/company/RNFI/consolidated/
The Invest.Trust,THEINVEST,Other Financial Services,https://www.screener.in/company/THEINVEST/consolidated/
Iconik Sports,511260,Other Financial Services,https://www.screener.in/company/511260/
Regency Fincorp,540175,Other Financial Services,https://www.screener.in/company/540175/
NDL Ventures,NDLVENTURE,Other Financial Services,https://www.screener.in/company/NDLVENTURE/
Alacrity Sec.,535916,Other Financial Services,https://www.screener.in/company/535916/
Delphi World,DELPHIFX,Other Financial Services,https://www.screener.in/company/DELPHIFX/
Akiko,AKIKO,Other Financial Services,https://www.screener.in/company/AKIKO/consolidated/
Gamco Ltd,540097,Other Financial Services,https://www.screener.in/company/540097/consolidated/
Paul Merchants,539113,Other Financial Services,https://www.screener.in/company/539113/consolidated/
Jhaveri Credits,531550,Other Financial Services,https://www.screener.in/company/531550/
Thacker & Co.,509945,Other Financial Services,https://www.screener.in/company/509945/consolidated/
Escorp Asset Mgt,540455,Other Financial Services,https://www.screener.in/company/540455/
Arunjyoti Bio,530881,Other Financial Services,https://www.screener.in/company/530881/
Available Fin.,531310,Other Financial Services,https://www.screener.in/company/531310/consolidated/
Yash Trad.& Fin.,512345,Other Financial Services,https://www.screener.in/company/512345/consolidated/
EID Parry,EIDPARRY,Other Food Products,https://www.screener.in/company/EIDPARRY/consolidated/
Manorama Indust.,MANORAMA,Other Food Products,https://www.screener.in/company/MANORAMA/
Krishival Foods,KRISHIVAL,Other Food Products,https://www.screener.in/company/KRISHIVAL/consolidated/
Shri Ahimsa,SHRIAHIMSA,Other Food Products,https://www.screener.in/company/SHRIAHIMSA/
Freshara Agro,FRESHARA,Other Food Products,https://www.screener.in/company/FRESHARA/
Proventus Agro.,PROV,Other Food Products,https://www.screener.in/company/PROV/consolidated/
Apis India,506166,Other Food Products,https://www.screener.in/company/506166/consolidated/
Goyal Salt,GOYALSALT,Other Food Products,https://www.screener.in/company/GOYALSALT/
Jeyyam Global,JEYYAM,Other Food Products,https://www.screener.in/company/JEYYAM/
Megastar Foods,MEGASTAR,Other Food Products,https://www.screener.in/company/MEGASTAR/
