stock_name,symbol,industry,url
Chemkart India,544442,Other Food Products,https://www.screener.in/company/544442/consolidated/
Shivashrit Foods,SHIVASHRIT,Other Food Products,https://www.screener.in/company/SHIVASHRIT/
Wardwizard Foods,539132,Other Food Products,https://www.screener.in/company/539132/
Madhusudan Masa,MADHUSUDAN,Other Food Products,https://www.screener.in/company/MADHUSUDAN/consolidated/
Nutricircle,530219,Other Food Products,https://www.screener.in/company/530219/
Tirupati Starch,524582,Other Food Products,https://www.screener.in/company/524582/
Srivari Spices &,SSFL,Other Food Products,https://www.screener.in/company/SSFL/
Leo Dryfruits,544329,Other Food Products,https://www.screener.in/company/544329/
Kovil. Lak. Rol.,507598,Other Food Products,https://www.screener.in/company/507598/
IEL,524614,Other Food Products,https://www.screener.in/company/524614/
Hoac Foods,HOACFOODS,Other Food Products,https://www.screener.in/company/HOACFOODS/consolidated/
Oceanic Foods,540405,Other Food Products,https://www.screener.in/company/540405/
Kothari Ferment.,507474,Other Food Products,https://www.screener.in/company/507474/
Vistar Amar,538565,Other Food Products,https://www.screener.in/company/538565/
Kore Foods,500458,Other Food Products,https://www.screener.in/company/500458/
PTC Industries,PTCIL,Other Industrial Products,https://www.screener.in/company/PTCIL/consolidated/
HBL Engineering,HBLENGINE,Other Industrial Products,https://www.screener.in/company/HBLENGINE/consolidated/
Inox India,INOXINDIA,Other Industrial Products,https://www.screener.in/company/INOXINDIA/consolidated/
Esab India,ESABINDIA,Other Industrial Products,https://www.screener.in/company/ESABINDIA/
Subros,SUBROS,Other Industrial Products,https://www.screener.in/company/SUBROS/consolidated/
KRN Heat Exchan,KRN,Other Industrial Products,https://www.screener.in/company/KRN/consolidated/
Kirloskar Indus.,KIRLOSIND,Other Industrial Products,https://www.screener.in/company/KIRLOSIND/consolidated/
Harsha Engg Intl,HARSHA,Other Industrial Products,https://www.screener.in/company/HARSHA/consolidated/
Ador Welding,ADOR,Other Industrial Products,https://www.screener.in/company/ADOR/consolidated/
MIC Electronics,MICEL,Other Industrial Products,https://www.screener.in/company/MICEL/consolidated/
Diffusion Eng,DIFFNKG,Other Industrial Products,https://www.screener.in/company/DIFFNKG/consolidated/
Vilas Transcore,VILAS,Other Industrial Products,https://www.screener.in/company/VILAS/
Oriental Rail,531859,Other Industrial Products,https://www.screener.in/company/531859/consolidated/
Mallcom (India),MALLCOM,Other Industrial Products,https://www.screener.in/company/MALLCOM/consolidated/
Sahasra Electro.,SAHASRA,Other Industrial Products,https://www.screener.in/company/SAHASRA/consolidated/
Creative Graphic,CGRAPHICS,Other Industrial Products,https://www.screener.in/company/CGRAPHICS/consolidated/
Megatherm Indu.,MEGATHERM,Other Industrial Products,https://www.screener.in/company/MEGATHERM/
Sealmatic India,543782,Other Industrial Products,https://www.screener.in/company/543782/
Envirotech Sys.,ENVIRO,Other Industrial Products,https://www.screener.in/company/ENVIRO/
Simplex Castings,513472,Other Industrial Products,https://www.screener.in/company/513472/
Quest Flow,543982,Other Industrial Products,https://www.screener.in/company/543982/consolidated/
Tankup Engi.,TANKUP,Other Industrial Products,https://www.screener.in/company/TANKUP/
Expo Engineering,526614,Other Industrial Products,https://www.screener.in/company/526614/
Siyaram Recycli.,544047,Other Industrial Products,https://www.screener.in/company/544047/
Shubhshree Bio.,SHUBHSHREE,Other Industrial Products,https://www.screener.in/company/SHUBHSHREE/consolidated/
Railtel Corpn.,RAILTEL,Other Telecom Services,https://www.screener.in/company/RAILTEL/
Route Mobile,ROUTE,Other Telecom Services,https://www.screener.in/company/ROUTE/consolidated/
STL Networks,STLNETWORK,Other Telecom Services,https://www.screener.in/company/STLNETWORK/consolidated/
Megasoft,MEGASOFT,Other Telecom Services,https://www.screener.in/company/MEGASOFT/consolidated/
GTL,GTL,Other Telecom Services,https://www.screener.in/company/GTL/
Steelman Telecom,543622,Other Telecom Services,https://www.screener.in/company/543622/consolidated/
Nettlinx,511658,Other Telecom Services,https://www.screener.in/company/511658/consolidated/
Uniinfo Telecom,UNIINFO,Other Telecom Services,https://www.screener.in/company/UNIINFO/
Vivo Collaborat.,VIVO,Other Telecom Services,https://www.screener.in/company/VIVO/
Accord Synergy,ACCORD,Other Telecom Services,https://www.screener.in/company/ACCORD/
K P R Mill Ltd,KPRMILL,Other Textile Products,https://www.screener.in/company/KPRMILL/consolidated/
Trident,TRIDENT,Other Textile Products,https://www.screener.in/company/TRIDENT/consolidated/
Vardhman Textile,VTL,Other Textile Products,https://www.screener.in/company/VTL/consolidated/
Welspun Living,WELSPUNLIV,Other Textile Products,https://www.screener.in/company/WELSPUNLIV/consolidated/
Alok Industries,ALOKINDS,Other Textile Products,https://www.screener.in/company/ALOKINDS/consolidated/
Garware Tech.,GARFIBRES,Other Textile Products,https://www.screener.in/company/GARFIBRES/consolidated/
Raymond Lifestyl,RAYMONDLSL,Other Textile Products,https://www.screener.in/company/RAYMONDLSL/consolidated/
Indo Count Inds.,ICIL,Other Textile Products,https://www.screener.in/company/ICIL/consolidated/
Sanathan Textile,SANATHAN,Other Textile Products,https://www.screener.in/company/SANATHAN/consolidated/
Jindal Worldwide,JINDWORLD,Other Textile Products,https://www.screener.in/company/JINDWORLD/consolidated/
Bombay Dyeing,BOMDYEING,Other Textile Products,https://www.screener.in/company/BOMDYEING/consolidated/
Ganesha Ecosphe.,GANECOS,Other Textile Products,https://www.screener.in/company/GANECOS/consolidated/
Siyaram Silk,SIYSIL,Other Textile Products,https://www.screener.in/company/SIYSIL/
Filatex India,FILATEX,Other Textile Products,https://www.screener.in/company/FILATEX/
Sangam India,SANGAMIND,Other Textile Products,https://www.screener.in/company/SANGAMIND/consolidated/
Sumeet Industrie,SUMEETINDS,Other Textile Products,https://www.screener.in/company/SUMEETINDS/consolidated/
Nitin Spinners,NITINSPIN,Other Textile Products,https://www.screener.in/company/NITINSPIN/
Indo Rama Synth.,INDORAMA,Other Textile Products,https://www.screener.in/company/INDORAMA/consolidated/
Aayush Art,540718,Other Textile Products,https://www.screener.in/company/540718/
Raj Rayon Inds.,RAJRILTD,Other Textile Products,https://www.screener.in/company/RAJRILTD/
Himatsing. Seide,HIMATSEIDE,Other Textile Products,https://www.screener.in/company/HIMATSEIDE/consolidated/
Sportking India,SPORTKING,Other Textile Products,https://www.screener.in/company/SPORTKING/
Faze Three,FAZE3Q,Other Textile Products,https://www.screener.in/company/FAZE3Q/
Pashupati Cotsp.,PASHUPATI,Other Textile Products,https://www.screener.in/company/PASHUPATI/
AYM Syntex,AYMSYNTEX,Other Textile Products,https://www.screener.in/company/AYMSYNTEX/
Nestle India,NESTLEIND,Packaged Foods,https://www.screener.in/company/NESTLEIND/
Britannia Inds.,BRITANNIA,Packaged Foods,https://www.screener.in/company/BRITANNIA/consolidated/
Bikaji Foods,BIKAJI,Packaged Foods,https://www.screener.in/company/BIKAJI/consolidated/
Zydus Wellness,ZYDUSWELL,Packaged Foods,https://www.screener.in/company/ZYDUSWELL/consolidated/
Bombay Burmah,BBTC,Packaged Foods,https://www.screener.in/company/BBTC/consolidated/
Mrs Bectors,BECTORFOOD,Packaged Foods,https://www.screener.in/company/BECTORFOOD/consolidated/
Gopal Snacks,GOPAL,Packaged Foods,https://www.screener.in/company/GOPAL/
Prataap Snacks,DIAMONDYD,Packaged Foods,https://www.screener.in/company/DIAMONDYD/
ADF Foods,ADFFOODS,Packaged Foods,https://www.screener.in/company/ADFFOODS/consolidated/
Tasty Bite Eat.,TASTYBITE,Packaged Foods,https://www.screener.in/company/TASTYBITE/
Lotus Chocolate,523475,Packaged Foods,https://www.screener.in/company/523475/
Ganesh Consumer,GANESHCP,Packaged Foods,https://www.screener.in/company/GANESHCP/
Foods & Inns,FOODSIN,Packaged Foods,https://www.screener.in/company/FOODSIN/consolidated/
Mishtann Foods,539594,Packaged Foods,https://www.screener.in/company/539594/consolidated/
Euro India Fresh,EIFFL,Packaged Foods,https://www.screener.in/company/EIFFL/
Annapurna Swadi.,ANNAPURNA,Packaged Foods,https://www.screener.in/company/ANNAPURNA/consolidated/
Aayush Wellness,539528,Packaged Foods,https://www.screener.in/company/539528/
Aveer Foods,543737,Packaged Foods,https://www.screener.in/company/543737/
Sampre Nutrition,530617,Packaged Foods,https://www.screener.in/company/530617/
Chatha Foods,544151,Packaged Foods,https://www.screener.in/company/544151/
Bambino Agro Ind,519295,Packaged Foods,https://www.screener.in/company/519295/
Sumuka Agro,532070,Packaged Foods,https://www.screener.in/company/532070/
Galaxy Cloud,506186,Packaged Foods,https://www.screener.in/company/506186/
Palash Securi.,PALASHSECU,Packaged Foods,https://www.screener.in/company/PALASHSECU/consolidated/
Tanvi Foods,540332,Packaged Foods,https://www.screener.in/company/540332/
EPL Ltd,EPL,Packaging,https://www.screener.in/company/EPL/consolidated/
AGI Greenpac,AGI,Packaging,https://www.screener.in/company/AGI/
Uflex,UFLEX,Packaging,https://www.screener.in/company/UFLEX/consolidated/
Polyplex Corpn,POLYPLEX,Packaging,https://www.screener.in/company/POLYPLEX/consolidated/
TCPL Packaging,TCPLPACK,Packaging,https://www.screener.in/company/TCPLPACK/
XPRO India,XPROINDIA,Packaging,https://www.screener.in/company/XPROINDIA/consolidated/
Mold-Tek Pack.,MOLDTKPAC,Packaging,https://www.screener.in/company/MOLDTKPAC/
Jindal Poly Film,JINDALPOLY,Packaging,https://www.screener.in/company/JINDALPOLY/consolidated/
Cosmo First,COSMOFIRST,Packaging,https://www.screener.in/company/COSMOFIRST/consolidated/
Cool Caps,COOLCAPS,Packaging,https://www.screener.in/company/COOLCAPS/consolidated/
Cropster Agro,523105,Packaging,https://www.screener.in/company/523105/
Huhtamaki India,HUHTAMAKI,Packaging,https://www.screener.in/company/HUHTAMAKI/
Ester Industries,ESTER,Packaging,https://www.screener.in/company/ESTER/consolidated/
Oricon Enterpris,ORICONENT,Packaging,https://www.screener.in/company/ORICONENT/consolidated/
Arrow Greentech,ARROWGREEN,Packaging,https://www.screener.in/company/ARROWGREEN/consolidated/
Sh. Rama Multi.,SHREERAMA,Packaging,https://www.screener.in/company/SHREERAMA/
Nahar Poly,NAHARPOLY,Packaging,https://www.screener.in/company/NAHARPOLY/consolidated/
Sh. Jagdamba Pol,512453,Packaging,https://www.screener.in/company/512453/
Commerl. Synbags,COMSYN,Packaging,https://www.screener.in/company/COMSYN/
Pyramid Technopl,PYRAMID,Packaging,https://www.screener.in/company/PYRAMID/
TPL Plastech,TPLPLASTEH,Packaging,https://www.screener.in/company/TPLPLASTEH/
Haldyn Glass,515147,Packaging,https://www.screener.in/company/515147/consolidated/
Kanpur Plastipa.,KANPRPLA,Packaging,https://www.screener.in/company/KANPRPLA/
B&B Triplewall,BBTCL,Packaging,https://www.screener.in/company/BBTCL/consolidated/
Shree TirupatiBa,BALAJEE,Packaging,https://www.screener.in/company/BALAJEE/consolidated/
Asian Paints,ASIANPAINT,Paints,https://www.screener.in/company/ASIANPAINT/consolidated/
Berger Paints,BERGEPAINT,Paints,https://www.screener.in/company/BERGEPAINT/consolidated/
Kansai Nerolac,KANSAINER,Paints,https://www.screener.in/company/KANSAINER/consolidated/
Akzo Nobel,AKZOINDIA,Paints,https://www.screener.in/company/AKZOINDIA/
Indigo Paints,INDIGOPNTS,Paints,https://www.screener.in/company/INDIGOPNTS/
Sirca Paints,SIRCA,Paints,https://www.screener.in/company/SIRCA/consolidated/
Shalimar Paints,SHALPAINTS,Paints,https://www.screener.in/company/SHALPAINTS/consolidated/
Kamdhenu Venture,KAMOPAINTS,Paints,https://www.screener.in/company/KAMOPAINTS/consolidated/
Siddhika Coatins,SIDDHIKA,Paints,https://www.screener.in/company/SIDDHIKA/
Retina Paints,543902,Paints,https://www.screener.in/company/543902/
A B Real Estate,ABREL,Paper & Paper Products,https://www.screener.in/company/ABREL/consolidated/
JK Paper,JKPAPER,Paper & Paper Products,https://www.screener.in/company/JKPAPER/consolidated/
West Coast Paper,WSTCSTPAPR,Paper & Paper Products,https://www.screener.in/company/WSTCSTPAPR/consolidated/
Seshasayee Paper,SESHAPAPER,Paper & Paper Products,https://www.screener.in/company/SESHAPAPER/consolidated/
Andhra Paper,ANDHRAPAP,Paper & Paper Products,https://www.screener.in/company/ANDHRAPAP/
Pudumjee Paper,PDMJEPAPER,Paper & Paper Products,https://www.screener.in/company/PDMJEPAPER/
T N Newsprint,TNPL,Paper & Paper Products,https://www.screener.in/company/TNPL/
Kuantum Papers,KUANTUM,Paper & Paper Products,https://www.screener.in/company/KUANTUM/
Satia Industries,SATIA,Paper & Paper Products,https://www.screener.in/company/SATIA/
N R Agarwal Inds,NRAIL,Paper & Paper Products,https://www.screener.in/company/NRAIL/
Pakka,PAKKA,Paper & Paper Products,https://www.screener.in/company/PAKKA/consolidated/
Emami Paper,EMAMIPAP,Paper & Paper Products,https://www.screener.in/company/EMAMIPAP/
Orient Paper,ORIENTPPR,Paper & Paper Products,https://www.screener.in/company/ORIENTPPR/
Shree Rama News.,RAMANEWS,Paper & Paper Products,https://www.screener.in/company/RAMANEWS/
Genus Paper & Bo,GENUSPAPER,Paper & Paper Products,https://www.screener.in/company/GENUSPAPER/consolidated/
Ruchira Papers,RUCHIRA,Paper & Paper Products,https://www.screener.in/company/RUCHIRA/
Shreyans Inds.,SHREYANIND,Paper & Paper Products,https://www.screener.in/company/SHREYANIND/
Nikita Papers,NIKITA,Paper & Paper Products,https://www.screener.in/company/NIKITA/
Star Paper Mills,STARPAPER,Paper & Paper Products,https://www.screener.in/company/STARPAPER/
Aaradhya Dis.,AARADHYA,Paper & Paper Products,https://www.screener.in/company/AARADHYA/
Sh. Ajit Pulp,538795,Paper & Paper Products,https://www.screener.in/company/538795/consolidated/
Magnum Ventures,MAGNUM,Paper & Paper Products,https://www.screener.in/company/MAGNUM/
Nath Industries,502587,Paper & Paper Products,https://www.screener.in/company/502587/
S I Paper Mills,516108,Paper & Paper Products,https://www.screener.in/company/516108/
S. V. J. Enterp.,543799,Paper & Paper Products,https://www.screener.in/company/543799/
Maruti Suzuki,MARUTI,Passenger Cars & Utility Vehicles,https://www.screener.in/company/MARUTI/consolidated/
M & M,M&M,Passenger Cars & Utility Vehicles,https://www.screener.in/company/M&M/consolidated/
Tata Motors,TATAMOTORS,Passenger Cars & Utility Vehicles,https://www.screener.in/company/TATAMOTORS/consolidated/
Hyundai Motor I,HYUNDAI,Passenger Cars & Utility Vehicles,https://www.screener.in/company/HYUNDAI/
Force Motors,FORCEMOT,Passenger Cars & Utility Vehicles,https://www.screener.in/company/FORCEMOT/consolidated/
Olectra Greentec,OLECTRA,Passenger Cars & Utility Vehicles,https://www.screener.in/company/OLECTRA/consolidated/
Mercury EV-Tech,531357,Passenger Cars & Utility Vehicles,https://www.screener.in/company/531357/consolidated/
Hindustan Motors,HINDMOTORS,Passenger Cars & Utility Vehicles,https://www.screener.in/company/HINDMOTORS/
