symbol,exchange,name,description,logoid,update_mode,type,typespecs,close,pricescale,minmov,fractional,minmove2,currency,change,volume,relative_volume_10d_calc,market_cap_basic,free_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector_tr,market,sector,AnalystRating,AnalystRating_tr,exchange_field,full_symbol
LLFICL,BSE,LLFICL,Leading Leasing Finance & Investment Co. Ltd.,leading-leasing-finance-and-in,delayed_streaming_900,stock,['common'],5.94,100,1,false,0,INR,1.1925042589437866,334404,0.4209937398073272,3190729368,INR,31.06694560669456,0.1912,44.73883421650266,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:LLFICL
MSECL,BSE,MSECL,Monarch Surveyors and Engineering Consultants Limited,monarch-surveyors-and-engineer,delayed_streaming_900,stock,['common'],223,100,5,false,0,INR,-0.778642936596218,6000,0.16,3181561000,INR,,,,0,Commercial services,india,Commercial Services,Neutral,Neutral,BSE,BSE:MSECL
JDCABLES,BSE,JDCABLES,JD Cables Limited,,delayed_streaming_900,stock,['common'],147.95,100,5,false,0,INR,4.966300106420717,192800,,3178579095.45,INR,,,,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:JDCABLES
PRECISIO,BSE,PRECISIO,Precision Electronics Limited,precision-electronics-ltd,delayed_streaming_900,stock,['common'],228.95,100,5,false,0,INR,0,1002,0.3701924853142203,3170616711,INR,334.7222222222222,0.684,105.90006020469598,0,Electronic technology,india,Electronic Technology,Neutral,Neutral,BSE,BSE:PRECISIO
SUPERSHAKT,BSE,SUPERSHAKT,Supershakti Metaliks Ltd.,supershakti-metaliks-limited,delayed_streaming_900,stock,['common'],275,100,5,false,0,INR,4.961832061068702,600,0.029197080291970802,3169451475,INR,24.564976596276843,11.1948,-3.751977439988987,0.181818181818182,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:SUPERSHAKT
PHOENIXTN,BSE,PHOENIXTN,Phoenix Township Ltd.,phoenix-township-ltd,delayed_streaming_900,stock,['common'],155.5,100,5,false,0,INR,-1.6445287792536334,1929,0.40322749221346604,3153978240,INR,4.702914899923181,33.0646,-76.71620181836235,0.158127767235927,Consumer services,india,Consumer Services,Neutral,Neutral,BSE,BSE:PHOENIXTN
GTV,BSE,GTV,GTV Engineering Ltd.,gtv-engineering-limited,delayed_streaming_900,stock,['common'],67.88,100,1,false,0,INR,1.0871183916604463,89146,0.959249180324341,3146534845,INR,27.04382470119522,2.51,85.71957084720681,0.198560685034743,Industrial services,india,Industrial Services,Neutral,Neutral,BSE,BSE:GTV
BIRLAPREC,BSE,BIRLAPREC,Birla Precision Technologies Limited,birla-precision-technologies-l,delayed_streaming_900,stock,['common'],46.64,100,1,false,0,INR,-1.7277707543194274,12286,0.1734823121749678,3131773352,INR,38.26086956521739,1.219,-6.237981693715864,0.10535187526338,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:BIRLAPREC
HUIL,BSE,HUIL,Hindusthan Urban Infrastructure Ltd.,hindusthan-urban-infrastructur,delayed_streaming_900,stock,['common'],2139,100,5,false,0,INR,-1.4308426073132037,22,0.26315789473684215,3131132754,INR,,-186.2678,-24.296117460450912,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:HUIL
PESB,BSE,PESB,Pune E-Stock Broking Limited,pune-e-stock-broking-limited,delayed_streaming_900,stock,['common'],196,100,5,false,0,INR,-1.4827846192510625,36800,0.6020942408376964,3113738199.1000004,INR,16.74569609979068,11.7045,,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:PESB
WAAREE,BSE,WAAREE,Waaree Technologies Ltd.,waaree-technologies-limited,delayed_streaming_900,stock,['common'],292.25,100,5,false,0,INR,1.072107902472773,6650,0.36538461538461536,3113596115,INR,,-5.2471,24.66691552288521,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:WAAREE
REFEXRENEW,BSE,REFEXRENEW,Refex Renewables & Infrastructure Limited,refex-industries-l,delayed_streaming_900,stock,['common'],692,100,5,false,0,INR,0,174,0.15166042011679595,3111612600,INR,,-78.0031,-8.76590463840261,0,Industrial services,india,Industrial Services,Neutral,Neutral,BSE,BSE:REFEXRENEW
EKI,BSE,EKI,EKI Energy Services Ltd.,eki-energy-services-limited,delayed_streaming_900,stock,['common'],113.35,100,5,false,0,INR,0.710795202132383,6176,0.39683865578615884,3106795732,INR,,-0.51,98.47628380558578,1.77698800533096,Utilities,india,Utilities,Neutral,Neutral,BSE,BSE:EKI
GRAVISSHO,BSE,GRAVISSHO,Graviss Hospitality Limited,graviss-hospitality-ltd,delayed_streaming_900,stock,['common'],42.5,100,1,false,0,INR,-3.1890660592255093,9712,0.7156594722453521,3095790113,INR,38.08243727598566,1.116,282.06093803491956,0,Consumer services,india,Consumer Services,Neutral,Neutral,BSE,BSE:GRAVISSHO
MULTIBASE,BSE,MULTIBASE,Multibase India Limited,multibase-india-ltd,delayed_streaming_900,stock,['common'],247.35,100,5,false,0,INR,1.1656441717791388,3872,0.5791898522108538,3085589972,INR,23.95920106937368,10.3238,3.082345658056335,22.9038854805726,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:MULTIBASE
TALBROSENG,BSE,TALBROSENG,Talbros Engineering Ltd.,talbros-engineering-limited,delayed_streaming_900,stock,['common'],612.45,100,5,false,0,INR,0.9227980555326724,397,0.21657301838415802,3080674025,INR,14.783158616328217,41.4289,16.806087723898376,0.411963417648513,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:TALBROSENG
NIDHGRN,BSE,NIDHGRN,Nidhi Granites Ltd.,nidhi-granites-ltd,delayed_streaming_900,stock,['common'],379.05,100,5,false,0,INR,-0.5118110236220443,41,0.06698251919620976,3048000000,INR,89.03321275896087,4.2574,149.55451348182882,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:NIDHGRN
IWP,BSE,IWP,Indian Wood Products Co. Ltd.,the-indian-wood-products-co-l,delayed_streaming_900,stock,['common'],46.37,100,1,false,0,INR,-2.502102607232979,7092,0.10979687887044835,3042542522,INR,57.23278202912861,0.8102,32.29915088177661,0.315391084945332,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:IWP
KESARPE,BSE,KESARPE,Kesar Petroproducts Ltd.,kesar-petroproducts-ltd,delayed_streaming_900,stock,['common'],31.49,100,1,false,0,INR,0.127186009538948,78770,0.6316360070212071,3040371333,INR,24.019832189168575,1.311,80.28052805280528,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:KESARPE
VIRAT,BSE,VIRAT,Virat Industries Limited,virat-industries-ltd,delayed_streaming_900,stock,['common'],628.95,100,5,false,0,INR,2.6605729209173377,413,0.15864479698843775,3016284251,INR,314.19222699570395,2.0018,120.77864784382928,0,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:VIRAT
AVEER,BSE,AVEER,Aveer Foods Ltd.,aveer-foods-limited,delayed_streaming_900,stock,['common'],695,100,5,false,0,INR,-7.0607114201658145,445,4.108956602031395,3012326845.6,INR,81.5861761322283,8.5186,103.7845079182814,0.0334313987697245,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:AVEER
CTL,BSE,CTL,Capital Trade Links Ltd,capital-trade-links-ltd,delayed_streaming_900,stock,['common'],23.13,100,1,false,0,INR,-0.9845890410958923,26732,0.14008786148008287,3007833550,INR,48.399246704331446,0.4779,-47.08227217362418,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:CTL
JAYUSH,BSE,JAYUSH,Jay Ushin Limited,jay-ushin-ltd,delayed_streaming_900,stock,['common'],800,100,5,false,0,INR,2.8343723889710075,100,0.2763957987838585,3006387858,INR,21.701212283971213,36.8643,0.48327745522937954,0.514171861944855,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:JAYUSH
NIMBSPROJ,BSE,NIMBSPROJ,Nimbus Projects Limited,nimbus-projects-ltd,delayed_streaming_900,stock,['common'],282,100,5,false,0,INR,2.52681330667151,3280,0.12403335287110741,2980991850,INR,,-120.9144,-976.6321188161127,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:NIMBSPROJ
EMMFORCE,BSE,EMMFORCE,Emmforce Autotech Limited,emmforce-autotech-limited,delayed_streaming_900,stock,['common'],152.55,100,5,false,0,INR,4.9896765313145215,69600,1.008695652173913,2978591880,INR,38.77535458288852,3.9342,,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:EMMFORCE
MADHAVIPL,BSE,MADHAVIPL,Madhav Infra Projects Ltd.,madhav-infra-projects-limited,delayed_streaming_900,stock,['common'],11.03,100,1,false,0,INR,0,182275,0.782514099420832,2973484684,INR,11.259697835851368,0.9796,30.770257642504344,0,Utilities,india,Utilities,Neutral,Neutral,BSE,BSE:MADHAVIPL
BCCFUBA,BSE,BCCFUBA,BCC Fuba India Ltd.,bcc-fuba-india-ltd,delayed_streaming_900,stock,['common'],189.25,100,5,false,0,INR,-1.993785603314342,3544,0.12261321136594024,2956370751,INR,69.23358331809037,2.7335,23.559191791348365,0,Electronic technology,india,Electronic Technology,Neutral,Neutral,BSE,BSE:BCCFUBA
RUDRA,BSE,RUDRA,Rudra Global Infra Products Ltd.,rudra-global-infra-products-li,delayed_streaming_900,stock,['common'],28.88,100,1,false,0,INR,-1.3997951519289866,69131,1.4629196601453596,2939070764,INR,25.34444931987714,1.1395,-54.102388528618036,0,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:RUDRA
LANCER,BSE,LANCER,Lancer Container Lines Ltd,lanconli-27,delayed_streaming_900,stock,['common'],11.76,100,1,false,0,INR,0.5128205128205171,168258,0.5997027469178722,2929613468,INR,,-0.7305,-128.9926972535323,0,Transportation,india,Transportation,Neutral,Neutral,BSE,BSE:LANCER
BDH,BSE,BDH,BDH Industries Limited,bdh-industries-ltd,delayed_streaming_900,stock,['common'],505.7,100,5,false,0,INR,0.46687195788218255,10492,0.6281619139420572,2897936940,INR,30.54610910101297,16.5553,-2.945297431658439,0.894010132114831,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:BDH
METAINFO,BSE,METAINFO,Meta Infotech Ltd.,meta-infotech-limited,delayed_streaming_900,stock,['common'],155.55,100,5,false,0,INR,1.9331585845347425,16800,0.1873327386262266,2881301640,INR,,,,0,Technology services,india,Technology Services,Neutral,Neutral,BSE,BSE:METAINFO
SHILINDORE,BSE,SHILINDORE,Sayaji Hotels (Indore) Limited,sayaji-hotels-ltd,delayed_streaming_900,stock,['common'],940,100,5,false,0,INR,-0.4553637615164624,2,0.1183431952662722,2876909101.5,INR,26.69817429931494,35.2084,,0,Consumer services,india,Consumer Services,Neutral,Neutral,BSE,BSE:SHILINDORE
SAKTHIFIN,BSE,SAKTHIFIN,Sakthi Finance Limited,sakthi-finance-ltd,delayed_streaming_900,stock,['common'],44.69,100,1,false,0,INR,0.7666290868094618,2270,0.7541778796637761,2869705644,INR,17.128511747345826,2.6091,4.564764347547295,1.80383314543405,Finance,india,Finance,Neutral,Neutral,BSE,BSE:SAKTHIFIN
SIMPLEXCAS,BSE,SIMPLEXCAS,Simplex Castings Limited,simplex-castings-ltd,delayed_streaming_900,stock,['common'],398,100,5,false,0,INR,0.3024193548387068,23251,1.814882174330474,2856277738,INR,15.696296383936142,25.3563,355.589693833549,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:SIMPLEXCAS
OKPLA,BSE,OKPLA,OK Play India Ltd.,ok-play-india-ltd,delayed_streaming_900,stock,['common'],7.99,100,1,false,0,INR,-1.2360939431396742,232787,0.6780032737037706,2855213076,INR,,-0.011,-129.33333333333334,0,Consumer durables,india,Consumer Durables,Neutral,Neutral,BSE,BSE:OKPLA
RDBRL,BSE,RDBRL,RDB Rasayans Ltd.,rdb-rasayans-ltd,delayed_streaming_900,stock,['common'],165.45,100,5,false,0,INR,2.668321439652487,1677,0.204300420296034,2854739893,INR,10.576615738669052,15.643,11.671104575210055,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:RDBRL
GALXBRG,BSE,GALXBRG,Galaxy Bearings Ltd,galaxy-bearings-ltd,delayed_streaming_900,stock,['common'],880,100,5,false,0,INR,-1.6649905017320346,160,0.22958817620892524,2845782000,INR,21.55969708625594,40.8169,-30.541923055979098,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:GALXBRG
NITINCAST,BSE,NITINCAST,Nitin Castings Ltd,nitin-castings-limited,delayed_streaming_900,stock,['common'],519.95,100,5,false,0,INR,-5.8061594202898466,1279,4.185209424083769,2838014294,INR,18.8826223221322,27.5359,13.582889906364738,0.543478260869565,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:NITINCAST
BEEZAASAN,BSE,BEEZAASAN,Beezaasan Explotech Limited,beezaasan-explotech-limited,delayed_streaming_900,stock,['common'],216.3,100,5,false,0,INR,-1.4129443938012736,800,0.05405405405405406,2834896580.2,INR,,,,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:BEEZAASAN
AJANTSOY,BSE,AJANTSOY,Ajanta Soya Ltd.,ajanta-soya-ltd,delayed_streaming_900,stock,['common'],35.92,100,1,false,0,INR,2.103467879476981,69380,0.96196508197085,2831391756,INR,11.775118832978201,3.0505,137.52238573542007,0,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:AJANTSOY
STARHFL,BSE,STARHFL,Star Housing Finance Limited,star-housing-finance-limited,delayed_streaming_900,stock,['common'],19.32,100,1,false,0,INR,-3.7369207772795217,103011,0.3541482590094947,2817433699,INR,19.136291600633914,1.0096,-8.542440438445515,0.426058794220229,Finance,india,Finance,Neutral,Neutral,BSE,BSE:STARHFL
CNINFOTECH,BSE,CNINFOTECH,CapitalNumbers Infotech Limited,capitalnumbers-infotech-limit,delayed_streaming_900,stock,['common'],117,100,5,false,0,INR,1.5184381778741864,7200,0.4433497536945813,2815210597.5,INR,,,,0,Technology services,india,Technology Services,Neutral,Neutral,BSE,BSE:CNINFOTECH
KAKA,BSE,KAKA,Kaka Industries Limited,kaka-industries-limited,delayed_streaming_900,stock,['common'],206.1,100,5,false,0,INR,0.5365853658536558,2000,0.14760147601476015,2800300000,INR,21.887345482349943,9.4164,-1.0352184468570491,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:KAKA
SGFRL,BSE,SGFRL,Suyog Gurbaxani Funicular Ropeways Limited,suyog-gurbaxani-funicular-rope,delayed_streaming_900,stock,['common'],116.5,100,5,false,0,INR,3.463587921847252,750,0.10752688172043011,2799486235,INR,33.32570513187253,3.4958,10.462287104622876,0,Industrial services,india,Industrial Services,Neutral,Neutral,BSE,BSE:SGFRL
INDTONER,BSE,INDTONER,Indian Toners & Developers Ltd.,indian-toners-and-developers-ltd,delayed_streaming_900,stock,['common'],264.25,100,5,false,0,INR,-1.8934471876740382,6929,1.4941884286114746,2799013136,INR,10.373240376537831,25.4742,19.564064414082477,1.6706886950065,Electronic technology,india,Electronic Technology,Neutral,Neutral,BSE,BSE:INDTONER
AEIM,BSE,AEIM,Artificial Electronics Intelligent Material Limited,datasoft-application-software,delayed_streaming_900,stock,['common'],172.45,100,5,false,0,INR,4.99238964992389,145720,2.0270251472417042,2786639119,INR,47.484649062422555,3.6317,67.43660673121254,0,Commercial services,india,Commercial Services,Neutral,Neutral,BSE,BSE:AEIM
NSL,BSE,NSL,Northern Spirits Ltd.,northern-spirits-limited,delayed_streaming_900,stock,['common'],179.35,100,5,false,0,INR,3.4015566445661607,5824,0.23356446483499296,2784080741,INR,11.85730247195171,15.1257,133.6773316442398,0.172960507350822,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:NSL
BRADYM,BSE,BRADYM,Brady & Morris Engineering Co. Ltd.,brady-and-morris-engineering-co,delayed_streaming_900,stock,['common'],1218.75,100,5,false,0,INR,-0.5710789312665715,548,1.5371669004207573,2757937500,INR,11.848168455436303,102.864,155.7107592718269,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:BRADYM
PAUSHAKLTD,BSE,PAUSHAKLTD,Paushak Limited,,delayed_streaming_900,stock,['common'],971.05,100,5,false,0,INR,8.732591503954087,67827,0.6517465234804399,2752520417,INR,5.858069482417044,165.7628,-7.995732885752567,2.23948491846875,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:PAUSHAKLTD
ASIIL,BSE,ASIIL,ASI Industries Ltd.,asi-industries-limited,delayed_streaming_900,stock,['common'],30.98,100,1,false,0,INR,1.4075286415711938,19908,1.1799291141641541,2751788291,INR,10.895790103049274,2.8433,3.437863795110595,1.30932896890344,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:ASIIL
KDML,BSE,KDML,Khemani Distributors & Marketing Ltd.,khemani-distributors-and-marketi,delayed_streaming_900,stock,['common'],119.75,100,5,false,0,INR,4.9978079789566,1200,0.5882352941176471,2751136611,INR,20.086552493416306,5.9617,-56.00156459873946,0,Retail trade,india,Retail Trade,Neutral,Neutral,BSE,BSE:KDML
MKEXIM,BSE,MKEXIM,M.K. Exim (India) Limited,m-k-exim-india-ltd,delayed_streaming_900,stock,['common'],68.5,100,1,false,0,INR,1.107011070110701,8330,0.6223616870260374,2734881088,INR,,,,0.738007380073801,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:MKEXIM
GTTDATA,BSE,GTTDATA,GTT Data Solutions Ltd,cinerad-communications-ltd,delayed_streaming_900,stock,['common'],74,100,1,false,0,INR,3.6269430051813525,70089,0.5137465256195246,2727488996,INR,,-3.8406,13.735091305226746,0,Consumer services,india,Consumer Services,Neutral,Neutral,BSE,BSE:GTTDATA
GENNEX,BSE,GENNEX,Gennex Laboratories Limited,gennex-laboratories-ltd,delayed_streaming_900,stock,['common'],12.54,100,1,false,0,INR,4.674457429048403,297922,0.4119227268459911,2724823074,INR,17.05658324265506,0.7352,8.53262474165928,0,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:GENNEX
COSMOFE,BSE,COSMOFE,Cosmo Ferrites Limited,cosmo-ferrites-ltd,delayed_streaming_900,stock,['common'],225,100,5,false,0,INR,-0.5305039787798359,5217,1.2918482567353406,2721185903,INR,,-3.2585,2.731343283582087,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:COSMOFE
EMERALD,BSE,EMERALD,Emerald Finance Limited,emerald-finance-limited,delayed_streaming_900,stock,['common'],77.19,100,1,false,0,INR,-1.7563955708285548,47144,1.3133972424898384,2713833038,INR,25.2783599685617,3.0536,87.72900528710191,0.190912562046583,Finance,india,Finance,Neutral,Neutral,BSE,BSE:EMERALD
SANJIVIN,BSE,SANJIVIN,Sanjivani Paranteral Ltd.,sanjivani-paranteral-ltd,delayed_streaming_900,stock,['common'],228.9,100,5,false,0,INR,4.092769440654843,1861,0.4550456023669218,2701317462,INR,34.63092122184063,6.6097,11.939641302691077,0.22737608003638,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:SANJIVIN
VINTRON,BSE,VINTRON,Vintron Informatics Limited,vintron-informatics-ltd,delayed_streaming_900,stock,['common'],19.34,100,1,false,0,INR,4.99457111834961,67631,0.09416209229168739,2694891319,INR,3.5927253812858764,5.3831,159.95267529457212,0,Electronic technology,india,Electronic Technology,Neutral,Neutral,BSE,BSE:VINTRON
SICAGEN,BSE,SICAGEN,Sicagen India Limited,sicagen-india-ltd,delayed_streaming_900,stock,['common'],67.99,100,1,false,0,INR,-0.058797589298847944,7740,0.5835783759330468,2692061477,INR,15.967215424719946,4.2581,46.64898746383799,1.46993973247097,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:SICAGEN
NTCIND,BSE,NTCIND,NTC Industries Limited,ntc-industries-ltd,delayed_streaming_900,stock,['common'],186,100,5,false,0,INR,0.5133747635774053,1258,0.3619206536436606,2686741004,INR,16.63149611931757,11.1836,329.9730872741253,0,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:NTCIND
COMFINTE,BSE,COMFINTE,Comfort Intech Limited,comfort-intech-ltd,delayed_streaming_900,stock,['common'],8.34,100,1,false,0,INR,-0.35842293906809275,161175,0.689210304180452,2677881692,INR,32.667450058754405,0.2553,-64.80562448304383,0.836320191158901,Commercial services,india,Commercial Services,Neutral,Neutral,BSE,BSE:COMFINTE
PANAENERG,BSE,PANAENERG,Panasonic Energy India Co. Ltd.,panasonic,delayed_streaming_900,stock,['common'],357,100,5,false,0,INR,0.1402524544179523,1344,0.34041690939945796,2673750000,INR,31.609704267752786,11.294,-35.79890402237431,2.64235624123422,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:PANAENERG
ALSL,BSE,ALSL,Alacrity Securities Ltd.,alacrity-securities-ltd,delayed_streaming_900,stock,['common'],58.56,100,1,false,0,INR,2.3239559671501056,5682,0.08033968330724627,2670351770,INR,24.000983646870772,2.4399,59.15851272015657,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:ALSL
RATNABHUMI,BSE,RATNABHUMI,Ratnabhumi Developers Ltd.,ratnabhumi-developers-limited,delayed_streaming_900,stock,['common'],194,100,5,false,0,INR,-0.38510911424903727,1,0.009380863039399626,2668074963,INR,46.32835820895522,4.1875,154.01880497421897,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:RATNABHUMI
QUESTFLOW,BSE,QUESTFLOW,Quest Flow Controls Ltd,meson-valves-india-limited,delayed_streaming_900,stock,['common'],270,100,5,false,0,INR,2.9355699580632817,7600,0.385395537525355,2664984262.6,INR,40.36960617206423,6.6882,,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:QUESTFLOW
SELLWIN,BSE,SELLWIN,Sellwin Traders Ltd.,sellwin-traders-limited,delayed_streaming_900,stock,['common'],11.33,100,1,false,0,INR,-1.9896193771626336,1322270,1.0471896223632764,2657904204,INR,,,,,Finance,india,Finance,Neutral,Neutral,BSE,BSE:SELLWIN
RIKHAV,BSE,RIKHAV,Rikhav Securities Ltd.,rikhav-securities-limited,delayed_streaming_900,stock,['common'],71.99,100,1,false,0,INR,3.866685903909959,17600,0.9401709401709402,2654018520,INR,,,,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:RIKHAV
HALDER,BSE,HALDER,Halder Venture Ltd.,halder-venture-limited,delayed_streaming_900,stock,['common'],211.1,100,5,false,0,INR,-0.5183788878416562,7608,1.1095716598363652,2639372240,INR,11.707614663634851,18.031,115.13882425934541,0.471253534401508,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:HALDER
RADIXIND,BSE,RADIXIND,Radix Industries (India) Ltd.,radix-industries-india-limit,delayed_streaming_900,stock,['common'],175.4,100,5,false,0,INR,0.08559201141227143,40,0.5524861878453038,2630006494,INR,96.76173663595742,1.8127,17.853195500942718,0.285306704707561,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:RADIXIND
LTELEVATOR,BSE,LTELEVATOR,L. T. Elevator Limited,,delayed_streaming_900,stock,['common'],143.3,100,5,false,0,INR,4.981684981684991,227200,,2615757007.5,INR,,,,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:LTELEVATOR
SHPLPUNE,BSE,SHPLPUNE,Sayaji Hotels (Pune) Limited,sayaji-hotels-ltd,delayed_streaming_900,stock,['common'],882,100,5,false,0,INR,2.7912126332964338,312,2.7807486631016043,2614139273,INR,15.036799241681598,58.6561,,0,Consumer services,india,Consumer Services,Neutral,Neutral,BSE,BSE:SHPLPUNE
SILVERLINE,BSE,SILVERLINE,Silverline Technologies Limited,silverline-technologies-ltd,delayed_streaming_900,stock,['common'],16.76,100,1,false,0,INR,-4.988662131519268,182587,0.06346764416115018,2613344772,INR,2.5435561221392584,6.5892,,0,Technology services,india,Technology Services,Neutral,Neutral,BSE,BSE:SILVERLINE
GLOBOFFS,BSE,GLOBOFFS,Global Offshore Services Limited,global-offshore-services-ltd,delayed_streaming_900,stock,['common'],84.9,100,1,false,0,INR,0.011779950524213824,116072,3.4182557095106976,2606839681,INR,51.73674588665448,1.641,-91.17703987268268,0,Industrial services,india,Industrial Services,Neutral,Neutral,BSE,BSE:GLOBOFFS
VIJSOLX,BSE,VIJSOLX,Vijay Solvex Ltd.,vijay-solvex-ltd,delayed_streaming_900,stock,['common'],813,100,5,false,0,INR,0.283705439743426,129,0.4069400630914827,2595263913,INR,14.82664857560223,54.8337,445.36476204684465,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:VIJSOLX
MANBRO,BSE,MANBRO,Manbro Industries Ltd,manbro-industries-limited,delayed_streaming_900,stock,['common'],435.6,100,5,false,0,INR,-2.5394339411567213,256,0.11802674043337943,2592779238,INR,,-0.3557,-111.34066634783994,0,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:MANBRO
TIERRA,BSE,TIERRA,Tierra Agrotech Limited,tierra-agrotech-limited,delayed_streaming_900,stock,['common'],40,100,1,false,0,INR,1.2658227848101267,67,0.0163414634146341,2590951015,INR,,-1.7189,-3.231037174944452,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:TIERRA
COMPEAU,BSE,COMPEAU,Competent Automobiles Co. Ltd.,competent-automobiles-coltd,delayed_streaming_900,stock,['common'],405,100,5,false,0,INR,1.199400299850078,1293,1.241478636581853,2565082027,INR,13.736776233002859,29.4829,-33.283927262194624,0.249875062468766,Retail trade,india,Retail Trade,Neutral,Neutral,BSE,BSE:COMPEAU
KARBON,BSE,KARBON,Karbonsteel Engineering Limited,,delayed_streaming_900,stock,['common'],177.5,100,5,false,0,INR,-1.5256588072122053,31200,0.24268823895457373,2549063415.5,INR,,,,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:KARBON
INOVSYNTH,BSE,INOVSYNTH,Innovassynth Investments Limited,innovassynth-investments-ltd,delayed_streaming_900,stock,['common'],91.8,100,1,false,0,INR,0.8126509993410882,1070,0.08540237489988509,2548248956,INR,,-2.4219,-250.03613238907357,0,Miscellaneous,india,Miscellaneous,Neutral,Neutral,BSE,BSE:INOVSYNTH
PARSHVA,BSE,PARSHVA,Parshva Enterprises Limited,parshva-enterprises-limited,delayed_streaming_900,stock,['common'],260,100,5,false,0,INR,4,17,0.043893622514846374,2547425000,INR,1225.8368694012258,0.2121,-14.094775212636693,0,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:PARSHVA
MANGIND,BSE,MANGIND,Mangalam Industrial Finance Ltd,mangalam-industrial-finance-lt,delayed_streaming_900,stock,['common'],1.76,100,1,false,0,INR,0,540670,0.29257216187667867,2538738756,INR,154.38596491228068,0.0114,,0.485795454545455,Finance,india,Finance,Neutral,Neutral,BSE,BSE:MANGIND
RRIL,BSE,RRIL,RRIL Limited,rril-limited,delayed_streaming_900,stock,['common'],20.7,100,1,false,0,INR,-1.0043041606886698,73324,0.852379662577436,2534590719,INR,33.702377075871055,0.6142,44.92685228881547,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:RRIL
PATELCHEM,BSE,PATELCHEM,Patel Chem Specialities Limited,patel-chem-specialities-limite,delayed_streaming_900,stock,['common'],99,100,1,false,0,INR,-2.4630541871921183,19200,0.37735849056603776,2524305000,INR,,,,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:PATELCHEM
