Stock Name,Basic Industry,Index,Sector
CREDITACC,NBFC,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
ACL,Cement,NA,Construction
BORORENEW,Glass,NIFTY MICROCAP 250,Capital Goods
HUBTOWN,Real Estate,NA,Realty
PUNJABCHEM,Chemicals Specialty,NA,Chemicals
SHARDACROP,Agro chemicals,NA,Chemicals
NATIONALUM,Metal Fabrication,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY METAL",Metals & Mining
NSIL,Finance & Investment,NA,Financial Services
KAUSHALYA,Civil Construction,NA,Construction
SEQUENT,Medical-Diversified,NIFTY MICROCAP 250,Healthcare
LEMONTREE,Hotels,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Consumer Services
NDRAUTO,Auto Ancilaries,NA,Auto
MEDANTA,Hospitals,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY MIDSMALL HEALTHCARE",Healthcare
TATVA,Chemicals-Basic,NA,Chemicals
NAVA,Diversified Operations,NIFTY MICROCAP 250,Diversified
MGEL,Sugar,NA,FMCG
ONMOBILE,Software Products,NA,Information Technology
ZYDUSWELL,Food Products,NIFTY MICROCAP 250,FMCG
STEELCAS,Iron & Steel,NA,Metals & Mining
LORDSCHLO,Chemicals Specialty,NA,Chemicals
RELTD,Power Generation & Distribution,NA,Power
ACMESOLAR,Power Generation & Distribution,NA,Power
CUB,Private Banks,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY PRIVATE BANK",Financial Services
HINDALCO,Metal Fabrication,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY METAL",Metals & Mining
CALSOFT,Software Services,NA,Information Technology
HGM,Software Services,NA,Information Technology
CUMMINSIND,Industrial Products & Manufacturing,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Capital Goods
CARYSIL,Construction Products Miscallaneous,NA,Construction
AJMERA,Construction Residential & Commercial,NA,Realty
ASAHIINDIA,Auto Ancilaries,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Auto
INDOBORAX,Chemicals Specialty,NA,Chemicals
SEMAC,Industrial Products & Manufacturing,NA,Capital Goods
MOLDTKPAC,Packaging,NA,Capital Goods
SGIL,Iron & Steel,NA,Metals & Mining
SAKAR,Pharmaceuticals,NA,Healthcare
MRF,Tyres & Rubber Products,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY AUTO",Auto
SUDARSCHEM,Chemicals Specialty,NIFTY MICROCAP 250,Chemicals
REDINGTON,Computer Hardware,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Information Technology
VSSL,Iron & Steel,NA,Metals & Mining
TNTELE,Telecom - Equipment & Accessories,NA,Telecommunication
SUVEN,Healthcare Research Analytics & Technology,NA,Healthcare
KALAMANDIR,Textiles,NIFTY MICROCAP 250,Textiles
UEL,Electrical - Power Equipment,NA,Capital Goods
SOLEX,Electrical - Power Equipment,NA,Capital Goods
GFSTEELS,Iron & Steel,NA,Metals & Mining
DATAPATTNS,Aerospace & Defense,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Capital Goods
INDIAGLYCO,Chemicals Specialty,NIFTY MICROCAP 250,Chemicals
BAJAJCON,Personal Care,NIFTY MICROCAP 250,FMCG
PENIND,Iron & Steel,NA,Metals & Mining
POWERINDIA,Electrical - Power Equipment,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY",Capital Goods
KEI,Cables - Electricals,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",Capital Goods
POLYCAB,Cables - Electricals,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Capital Goods
KARURVYSYA,Private Banks,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
IRISDOREME,Textiles,NA,Textiles
PVP,Real Estate,NA,Realty
INDRAMEDCO,Hospitals,NA,Healthcare
OLECTRA,Auto Manufacturers,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Auto
KERNEX,Computer-Networking,NA,Information Technology
ITI,Telecom - Equipment & Accessories,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Telecommunication
YAARI,Diversified Commercial Services,NA,Services
FLAIR,Stationary,NA,FMCG
NORTHARC,Finance & Investment,NA,Financial Services
KRN,Industrial Products & Manufacturing,NA,Capital Goods
AGARWALEYE,Hospitals,NA,Healthcare
PASHUPATI,Textiles,NA,Textiles
CPEDU,Education Services,NA,Consumer Services
BSE,Financial Services-Specialty,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
BVCL,Cement,NA,Construction
AGROPHOS,Fertilizers,NA,Chemicals
EIDPARRY,Sugar,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",FMCG
BHAGYANGR,Electrical - Power Equipment,NA,Capital Goods
HECPROJECT,Civil Construction,NA,Construction
IFGLEXPOR,Construction Products Miscallaneous,NA,Construction
CCL,Tea & Coffee,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",FMCG
ANANTRAJ,Real Estate,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Realty
FIEMIND,Auto Ancilaries,NIFTY MICROCAP 250,Auto
